,Year_route,Quarter_route,miles_distance,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
496,2013,1,651,2288,152.27,DFWDEN,4060.91
497,2011,3,986,835,255.07,DFWDTW,3979.77
498,2011,4,986,856,258.64,DFWDTW,3979.77
499,2012,1,986,721,283.41,DFWDTW,3979.77
500,2012,2,986,812,295.52,DFWDTW,3979.77
501,2012,3,986,1016,251.51,DFWDTW,3979.77
502,2012,4,986,990,232.5,DFWDTW,3979.77
503,2013,1,986,950,213.22,DFWDTW,3979.77
504,2011,3,247,3150,156.04,DFWIAH,1771.78
505,2011,4,247,3157,164.9,DFWIAH,1771.78
506,2012,1,247,3333,153.27,DFWIAH,1771.78
507,2012,2,247,3450,152.49,DFWIAH,1771.78
508,2012,3,247,3051,155.98,DFWIAH,1771.78
509,2012,4,247,3109,154.68,DFWIAH,1771.78
510,2013,1,247,3147,157.66,DFWIAH,1771.78
511,2011,3,1067,2516,163.56,DFWLAS,10408.77
512,2011,4,1067,2273,180.95,DFWLAS,10408.77
513,2012,1,1067,2190,188.48,DFWLAS,10408.77
514,2012,2,1067,2132,199.76,DFWLAS,10408.77
515,2012,3,1067,2071,182.86,DFWLAS,10408.77
516,2012,4,1067,2140,180.52,DFWLAS,10408.77
517,2013,1,1067,2099,193.15,DFWLAS,10408.77
518,2011,3,1246,4408,207.79,DFWLAX,11925.39
519,2011,4,1246,4503,206.72,DFWLAX,11925.39
520,2012,1,1246,3887,205.52,DFWLAX,11925.39
521,2012,2,1246,4243,239.14,DFWLAX,11925.39
522,2012,3,1246,4198,225.24,DFWLAX,11925.39
523,2012,4,1246,3963,230.1,DFWLAX,11925.39
524,2013,1,1246,3590,241.83,DFWLAX,11925.39
525,2011,3,1121,1571,175.48,DFWMIA,9871.02
526,2011,4,1121,1641,189.21,DFWMIA,9871.02
527,2012,1,1121,1559,217.93,DFWMIA,9871.02
528,2012,2,1121,1587,228.41,DFWMIA,9871.02
529,2012,3,1121,1481,191.67,DFWMIA,9871.02
530,2012,4,1121,1486,207.51,DFWMIA,9871.02
531,2013,1,1121,1524,226.65,DFWMIA,9871.02
532,2011,3,853,1111,211.85,DFWMSP,3582.69
533,2011,4,853,921,252.21,DFWMSP,3582.69
534,2012,1,853,816,282.85,DFWMSP,3582.69
535,2012,2,853,1033,262.92,DFWMSP,3582.69
536,2012,3,853,1042,241.48,DFWMSP,3582.69
537,2012,4,853,990,223.08,DFWMSP,3582.69
538,2013,1,853,934,221.94,DFWMSP,3582.69
539,2011,3,1428,3496,334.15,DFWJFK,3425.0
540,2011,3,1428,3496,334.15,DFWLGA,24236.24
541,2011,3,1428,3496,334.15,DFWEWR,7271.8
542,2011,4,1428,3484,362.68,DFWJFK,3425.0
543,2011,4,1428,3484,362.68,DFWLGA,24236.24
544,2011,4,1428,3484,362.68,DFWEWR,7271.8
545,2012,1,1428,2857,401.68,DFWJFK,3425.0
546,2012,1,1428,2857,401.68,DFWLGA,24236.24
547,2012,1,1428,2857,401.68,DFWEWR,7271.8
548,2012,2,1428,3731,358.19,DFWJFK,3425.0
549,2012,2,1428,3731,358.19,DFWLGA,24236.24
550,2012,2,1428,3731,358.19,DFWEWR,7271.8
551,2012,3,1428,3498,335.85,DFWJFK,3425.0
552,2012,3,1428,3498,335.85,DFWLGA,24236.24
553,2012,3,1428,3498,335.85,DFWEWR,7271.8
554,2012,4,1428,3751,309.85,DFWJFK,3425.0
555,2012,4,1428,3751,309.85,DFWLGA,24236.24
556,2012,4,1428,3751,309.85,DFWEWR,7271.8
557,2013,1,1428,3395,315.71,DFWJFK,3425.0
558,2013,1,1428,3395,315.71,DFWLGA,24236.24
559,2013,1,1428,3395,315.71,DFWEWR,7271.8
560,2011,3,985,1718,171.14,DFWMCO,7272.29
561,2011,4,985,1536,201.71,DFWMCO,7272.29
562,2012,1,985,1455,228.78,DFWMCO,7272.29
563,2012,2,985,1631,214.86,DFWMCO,7272.29
564,2012,3,985,1382,201.51,DFWMCO,7272.29
565,2012,4,985,1452,213.51,DFWMCO,7272.29
566,2013,1,985,1552,215.98,DFWMCO,7272.29
567,2011,3,1303,1154,252.41,DFWPHL,7109.04
568,2011,4,1303,1163,268.04,DFWPHL,7109.04
569,2012,1,1303,1014,280.74,DFWPHL,7109.04
570,2012,2,1303,1194,283.28,DFWPHL,7109.04
571,2012,3,1303,1183,256.41,DFWPHL,7109.04
572,2012,4,1303,1264,237.84,DFWPHL,7109.04
573,2013,1,1303,1078,268.18,DFWPHL,7109.04
574,2011,3,879,1163,214.81,DFWPHX,7706.62
575,2011,4,879,1390,221.09,DFWPHX,7706.62
576,2012,1,879,1482,220.53,DFWPHX,7706.62
577,2012,2,879,1435,205.66,DFWPHX,7706.62
578,2012,3,879,1184,208.24,DFWPHX,7706.62
579,2012,4,879,1451,213.99,DFWPHX,7706.62
580,2013,1,879,1451,216.42,DFWPHX,7706.62
581,2011,3,1476,2751,210.75,DFWSFO,10652.3
582,2011,4,1476,2701,205.5,DFWSFO,10652.3
583,2012,1,1476,2307,207.28,DFWSFO,10652.3
584,2012,2,1476,2598,247.83,DFWSFO,10652.3
585,2012,3,1476,2574,236.22,DFWSFO,10652.3
586,2012,4,1476,2408,243.84,DFWSFO,10652.3
587,2013,1,1476,2092,246.49,DFWSFO,10652.3
588,2011,3,1670,1392,249.4,DFWSEA,11915.3
589,2011,4,1670,1097,240.73,DFWSEA,11915.3
590,2012,1,1670,916,250.03,DFWSEA,11915.3
591,2012,2,1670,1221,260.99,DFWSEA,11915.3
592,2012,3,1670,1359,260.93,DFWSEA,11915.3
593,2012,4,1670,1082,249.84,DFWSEA,11915.3
594,2013,1,1670,1028,242.32,DFWSEA,11915.3
595,2011,3,1123,1123,183.15,DENDTW,3813.86
596,2011,4,1123,943,197.55,DENDTW,3813.86
597,2012,1,1123,747,187.7,DENDTW,3813.86
598,2012,2,1123,889,194.53,DENDTW,3813.86
599,2012,3,1123,1027,193.85,DENDTW,3813.86
600,2012,4,1123,932,197.82,DENDTW,3813.86
601,2013,1,1123,844,177.65,DENDTW,3813.86
602,2011,3,883,2077,177.18,DENIAH,3506.48
603,2011,4,883,1985,181.6,DENIAH,3506.48
604,2012,1,883,1817,194.13,DENIAH,3506.48
605,2012,2,883,1849,204.26,DENIAH,3506.48
606,2012,3,883,1951,215.06,DENIAH,3506.48
607,2012,4,883,1859,214.82,DENIAH,3506.48
608,2013,1,883,1991,216.53,DENIAH,3506.48
609,2011,3,628,2458,121.42,DENLAS,4600.33
610,2011,4,628,2362,130.42,DENLAS,4600.33
611,2012,1,628,2364,137.04,DENLAS,4600.33
612,2012,2,628,2402,134.37,DENLAS,4600.33
613,2012,3,628,2286,123.86,DENLAS,4600.33
614,2012,4,628,2378,125.45,DENLAS,4600.33
615,2013,1,628,2587,128.67,DENLAS,4600.33
616,2011,3,862,4774,158.71,DENLAX,5667.64
617,2011,4,862,4646,161.52,DENLAX,5667.64
618,2012,1,862,4055,154.21,DENLAX,5667.64
619,2012,2,862,4611,163.93,DENLAX,5667.64
620,2012,3,862,4718,165.58,DENLAX,5667.64
621,2012,4,862,4379,172.05,DENLAX,5667.64
622,2013,1,862,4034,169.86,DENLAX,5667.64
623,2011,3,1709,909,208.62,DENMIA,4397.61
624,2011,4,1709,1130,222.61,DENMIA,4397.61
625,2012,1,1709,1332,220.38,DENMIA,4397.61
626,2012,2,1709,1148,204.76,DENMIA,4397.61
627,2012,3,1709,972,189.46,DENMIA,4397.61
628,2012,4,1709,1279,203.88,DENMIA,4397.61
629,2013,1,1709,1480,216.61,DENMIA,4397.61
630,2011,3,680,2114,138.75,DENMSP,2781.29
631,2011,4,680,1778,148.73,DENMSP,2781.29
632,2012,1,680,1467,141.84,DENMSP,2781.29
633,2012,2,680,1825,143.49,DENMSP,2781.29
634,2012,3,680,2105,143.71,DENMSP,2781.29
635,2012,4,680,1756,139.6,DENMSP,2781.29
636,2013,1,680,1673,139.18,DENMSP,2781.29
637,2011,3,1659,3267,256.25,DENJFK,3856.89
638,2011,3,1659,3267,256.25,DENLGA,8574.48
639,2011,3,1659,3267,256.25,DENEWR,5617.84
640,2011,4,1659,2851,234.97,DENJFK,3856.89
641,2011,4,1659,2851,234.97,DENLGA,8574.48
642,2011,4,1659,2851,234.97,DENEWR,5617.84
643,2012,1,1659,2514,219.56,DENJFK,3856.89
644,2012,1,1659,2514,219.56,DENLGA,8574.48
645,2012,1,1659,2514,219.56,DENEWR,5617.84
646,2012,2,1659,3138,220.29,DENJFK,3856.89
647,2012,2,1659,3138,220.29,DENLGA,8574.48
648,2012,2,1659,3138,220.29,DENEWR,5617.84
649,2012,3,1659,3690,210.77,DENJFK,3856.89
650,2012,3,1659,3690,210.77,DENLGA,8574.48
651,2012,3,1659,3690,210.77,DENEWR,5617.84
652,2012,4,1659,3143,213.06,DENJFK,3856.89
653,2012,4,1659,3143,213.06,DENLGA,8574.48
654,2012,4,1659,3143,213.06,DENEWR,5617.84
655,2013,1,1659,3059,211.38,DENJFK,3856.89
656,2013,1,1659,3059,211.38,DENLGA,8574.48
657,2013,1,1659,3059,211.38,DENEWR,5617.84
658,2011,3,1546,1020,205.83,DENMCO,6554.55
659,2011,4,1546,1202,214.75,DENMCO,6554.55
660,2012,1,1546,1285,221.22,DENMCO,6554.55
661,2012,2,1546,1226,222.07,DENMCO,6554.55
662,2012,3,1546,1063,196.35,DENMCO,6554.55
663,2012,4,1546,1384,201.23,DENMCO,6554.55
664,2013,1,1546,1446,215.72,DENMCO,6554.55
665,2011,3,1558,1213,238.07,DENPHL,4879.83
666,2011,4,1558,1048,215.43,DENPHL,4879.83
667,2012,1,1558,864,218.11,DENPHL,4879.83
668,2012,2,1558,1036,234.04,DENPHL,4879.83
669,2012,3,1558,1236,221.06,DENPHL,4879.83
670,2012,4,1558,1078,209.31,DENPHL,4879.83
671,2013,1,1558,919,227.4,DENPHL,4879.83
672,2011,3,602,2415,118.34,DENPHX,3468.61
673,2011,4,602,2833,132.55,DENPHX,3468.61
674,2012,1,602,3002,137.49,DENPHX,3468.61
675,2012,2,602,2442,145.74,DENPHX,3468.61
676,2012,3,602,2024,143.37,DENPHX,3468.61
677,2012,4,602,2520,138.73,DENPHX,3468.61
678,2013,1,602,3186,122.36,DENPHX,3468.61
679,2011,3,967,3422,186.0,DENSFO,5300.04
680,2011,4,967,3172,180.97,DENSFO,5300.04
681,2012,1,967,2681,182.97,DENSFO,5300.04
682,2012,2,967,3177,198.13,DENSFO,5300.04
683,2012,3,967,3460,194.61,DENSFO,5300.04
684,2012,4,967,3238,198.27,DENSFO,5300.04
685,2013,1,967,2894,195.27,DENSFO,5300.04
686,2011,3,1024,2191,179.31,DENSEA,5081.82
687,2011,4,1024,1609,165.17,DENSEA,5081.82
688,2012,1,1024,1304,160.34,DENSEA,5081.82
689,2012,2,1024,1659,181.86,DENSEA,5081.82
690,2012,3,1024,1981,177.26,DENSEA,5081.82
691,2012,4,1024,1659,167.35,DENSEA,5081.82
692,2013,1,1024,1408,165.36,DENSEA,5081.82
693,2011,3,1092,605,274.46,DTWIAH,4193.91
694,2011,4,1092,565,294.43,DTWIAH,4193.91
695,2012,1,1092,470,313.29,DTWIAH,4193.91
696,2012,2,1092,591,296.11,DTWIAH,4193.91
697,2012,3,1092,573,305.53,DTWIAH,4193.91
698,2012,4,1092,582,307.09,DTWIAH,4193.91
699,2013,1,1092,502,318.25,DTWIAH,4193.91
700,2011,3,1749,1929,184.92,DTWLAS,9857.77
701,2011,4,1749,1817,190.29,DTWLAS,9857.77
702,2012,1,1749,1745,191.52,DTWLAS,9857.77
703,2012,2,1749,1886,212.66,DTWLAS,9857.77
704,2012,3,1749,1821,192.45,DTWLAS,9857.77
705,2012,4,1749,1849,188.04,DTWLAS,9857.77
706,2013,1,1749,1808,191.81,DTWLAS,9857.77
707,2011,3,1979,1976,246.19,DTWLAX,7254.9
708,2011,4,1979,1635,275.24,DTWLAX,7254.9
709,2012,1,1979,1268,290.31,DTWLAX,7254.9
710,2012,2,1979,1657,281.04,DTWLAX,7254.9
711,2012,3,1979,1819,261.58,DTWLAX,7254.9
712,2012,4,1979,1701,281.98,DTWLAX,7254.9
713,2013,1,1979,1443,287.85,DTWLAX,7254.9
714,2011,3,1145,1441,128.16,DTWMIA,4290.69
715,2011,4,1145,1926,157.6,DTWMIA,4290.69
716,2012,1,1145,2400,178.29,DTWMIA,4290.69
717,2012,2,1145,1793,166.64,DTWMIA,4290.69
718,2012,3,1145,1266,142.63,DTWMIA,4290.69
719,2012,4,1145,1908,170.29,DTWMIA,4290.69
720,2013,1,1145,2420,192.24,DTWMIA,4290.69
721,2011,3,528,547,309.85,DTWMSP,2029.7
722,2011,4,528,562,278.17,DTWMSP,2029.7
723,2012,1,528,467,296.09,DTWMSP,2029.7
724,2012,2,528,557,302.21,DTWMSP,2029.7
725,2012,3,528,527,309.24,DTWMSP,2029.7
726,2012,4,528,476,316.16,DTWMSP,2029.7
727,2013,1,528,397,334.11,DTWMSP,2029.7
728,2011,3,540,2764,200.93,DTWJFK,1312.55
729,2011,3,540,2764,200.93,DTWLGA,3246.13
730,2011,3,540,2764,200.93,DTWEWR,2060.93
731,2011,4,540,2738,205.36,DTWJFK,1312.55
732,2011,4,540,2738,205.36,DTWLGA,3246.13
733,2011,4,540,2738,205.36,DTWEWR,2060.93
734,2012,1,540,2038,223.05,DTWJFK,1312.55
735,2012,1,540,2038,223.05,DTWLGA,3246.13
736,2012,1,540,2038,223.05,DTWEWR,2060.93
737,2012,2,540,2653,225.09,DTWJFK,1312.55
738,2012,2,540,2653,225.09,DTWLGA,3246.13
739,2012,2,540,2653,225.09,DTWEWR,2060.93
740,2012,3,540,2706,212.4,DTWJFK,1312.55
741,2012,3,540,2706,212.4,DTWLGA,3246.13
742,2012,3,540,2706,212.4,DTWEWR,2060.93
743,2012,4,540,2669,224.18,DTWJFK,1312.55
744,2012,4,540,2669,224.18,DTWLGA,3246.13
745,2012,4,540,2669,224.18,DTWEWR,2060.93
746,2013,1,540,2027,237.4,DTWJFK,1312.55
747,2013,1,540,2027,237.4,DTWLGA,3246.13
748,2013,1,540,2027,237.4,DTWEWR,2060.93
749,2011,3,957,1991,117.87,DTWMCO,4155.21
750,2011,4,957,2160,139.18,DTWMCO,4155.21
751,2012,1,957,2505,164.08,DTWMCO,4155.21
752,2012,2,957,2207,156.41,DTWMCO,4155.21
753,2012,3,957,1690,132.87,DTWMCO,4155.21
754,2012,4,957,1924,154.56,DTWMCO,4155.21
755,2013,1,957,2326,179.94,DTWMCO,4155.21
756,2011,3,453,546,281.99,DTWPHL,1716.27
757,2011,4,453,559,276.17,DTWPHL,1716.27
758,2012,1,453,445,320.73,DTWPHL,1716.27
759,2012,2,453,522,312.1,DTWPHL,1716.27
760,2012,3,453,495,295.64,DTWPHL,1716.27
761,2012,4,453,533,299.83,DTWPHL,1716.27
762,2013,1,453,422,308.51,DTWPHL,1716.27
763,2011,3,1671,1021,195.5,DTWPHX,7624.17
764,2011,4,1671,1182,205.24,DTWPHX,7624.17
765,2012,1,1671,1127,226.93,DTWPHX,7624.17
766,2012,2,1671,1052,232.62,DTWPHX,7624.17
767,2012,3,1671,864,233.74,DTWPHX,7624.17
768,2012,4,1671,997,251.63,DTWPHX,7624.17
769,2013,1,1671,1028,252.77,DTWPHX,7624.17
770,2011,3,2079,1125,290.55,DTWSFO,7640.28
771,2011,4,2079,968,293.32,DTWSFO,7640.28
772,2012,1,2079,726,312.75,DTWSFO,7640.28
773,2012,2,2079,979,318.31,DTWSFO,7640.28
774,2012,3,2079,1172,299.61,DTWSFO,7640.28
775,2012,4,2079,1054,319.28,DTWSFO,7640.28
776,2013,1,2079,722,322.38,DTWSFO,7640.28
777,2011,3,1927,677,303.42,DTWSEA,7127.31
778,2011,4,1927,458,297.23,DTWSEA,7127.31
779,2012,1,1927,323,316.89,DTWSEA,7127.31
780,2012,2,1927,501,321.12,DTWSEA,7127.31
781,2012,3,1927,648,306.14,DTWSEA,7127.31
782,2012,4,1927,505,317.48,DTWSEA,7127.31
783,2013,1,1927,319,326.63,DTWSEA,7127.31
784,2011,3,1235,1750,204.11,IAHLAS,8563.02
785,2011,4,1235,1696,213.36,IAHLAS,8563.02
786,2012,1,1235,1407,228.99,IAHLAS,8563.02
787,2012,2,1235,1488,248.23,IAHLAS,8563.02
788,2012,3,1235,1380,253.21,IAHLAS,8563.02
789,2012,4,1235,1601,241.13,IAHLAS,8563.02
790,2013,1,1235,1585,227.87,IAHLAS,8563.02
791,2011,3,1390,2621,254.28,IAHLAX,9739.77
792,2011,4,1390,2695,272.36,IAHLAX,9739.77
793,2012,1,1390,2166,262.85,IAHLAX,9739.77
794,2012,2,1390,2525,284.42,IAHLAX,9739.77
795,2012,3,1390,2514,285.48,IAHLAX,9739.77
796,2012,4,1390,2571,293.8,IAHLAX,9739.77
797,2013,1,1390,2370,292.81,IAHLAX,9739.77
798,2011,3,965,959,235.73,IAHMIA,3910.19
799,2011,4,965,1098,231.95,IAHMIA,3910.19
800,2012,1,965,990,252.62,IAHMIA,3910.19
801,2012,2,965,1186,240.89,IAHMIA,3910.19
802,2012,3,965,998,239.64,IAHMIA,3910.19
803,2012,4,965,1134,246.53,IAHMIA,3910.19
804,2013,1,965,1065,264.15,IAHMIA,3910.19
805,2011,3,1057,582,267.66,IAHMSP,3570.81
806,2011,4,1057,471,297.66,IAHMSP,3570.81
807,2012,1,1057,425,326.55,IAHMSP,3570.81
808,2012,2,1057,487,354.53,IAHMSP,3570.81
809,2012,3,1057,474,338.86,IAHMSP,3570.81
810,2012,4,1057,486,332.07,IAHMSP,3570.81
811,2013,1,1057,441,361.32,IAHMSP,3570.81
812,2011,3,1465,3052,296.38,IAHJFK,1678.85
813,2011,3,1465,3052,296.38,IAHLGA,13002.43
814,2011,3,1465,3052,296.38,IAHEWR,6003.93
815,2011,4,1465,3123,295.78,IAHJFK,1678.85
816,2011,4,1465,3123,295.78,IAHLGA,13002.43
817,2011,4,1465,3123,295.78,IAHEWR,6003.93
818,2012,1,1465,2484,303.49,IAHJFK,1678.85
819,2012,1,1465,2484,303.49,IAHLGA,13002.43
820,2012,1,1465,2484,303.49,IAHEWR,6003.93
821,2012,2,1465,3327,295.87,IAHJFK,1678.85
822,2012,2,1465,3327,295.87,IAHLGA,13002.43
823,2012,2,1465,3327,295.87,IAHEWR,6003.93
824,2012,3,1465,3097,292.34,IAHJFK,1678.85
825,2012,3,1465,3097,292.34,IAHLGA,13002.43
826,2012,3,1465,3097,292.34,IAHEWR,6003.93
827,2012,4,1465,3352,318.96,IAHJFK,1678.85
828,2012,4,1465,3352,318.96,IAHLGA,13002.43
829,2012,4,1465,3352,318.96,IAHEWR,6003.93
830,2013,1,1465,2829,321.66,IAHJFK,1678.85
831,2013,1,1465,2829,321.66,IAHLGA,13002.43
832,2013,1,1465,2829,321.66,IAHEWR,6003.93
833,2011,3,854,955,229.3,IAHMCO,2546.76
834,2011,4,854,1089,220.01,IAHMCO,2546.76
835,2012,1,854,965,234.42,IAHMCO,2546.76
836,2012,2,854,1146,225.59,IAHMCO,2546.76
837,2012,3,854,1009,220.06,IAHMCO,2546.76
838,2012,4,854,1097,232.62,IAHMCO,2546.76
839,2013,1,854,1127,237.16,IAHMCO,2546.76
840,2011,3,1336,925,246.64,IAHPHL,6487.18
841,2011,4,1336,983,233.7,IAHPHL,6487.18
842,2012,1,1336,744,246.75,IAHPHL,6487.18
843,2012,2,1336,1013,248.78,IAHPHL,6487.18
844,2012,3,1336,1047,231.76,IAHPHL,6487.18
845,2012,4,1336,1153,215.14,IAHPHL,6487.18
846,2013,1,1336,924,240.48,IAHPHL,6487.18
847,2011,3,1020,751,216.77,IAHPHX,5362.22
848,2011,4,1020,909,216.22,IAHPHX,5362.22
849,2012,1,1020,835,236.64,IAHPHX,5362.22
850,2012,2,1020,824,256.24,IAHPHX,5362.22
851,2012,3,1020,667,257.02,IAHPHX,5362.22
852,2012,4,1020,882,260.23,IAHPHX,5362.22
853,2013,1,1020,876,263.54,IAHPHX,5362.22
854,2011,3,1649,1639,297.12,IAHSFO,7152.83
855,2011,4,1649,1558,287.92,IAHSFO,7152.83
856,2012,1,1649,1201,319.23,IAHSFO,7152.83
857,2012,2,1649,1579,312.06,IAHSFO,7152.83
858,2012,3,1649,1710,308.61,IAHSFO,7152.83
859,2012,4,1649,1723,309.54,IAHSFO,7152.83
860,2013,1,1649,1482,327.75,IAHSFO,7152.83
861,2011,3,1894,1021,232.21,IAHSEA,12213.28
862,2011,4,1894,783,221.32,IAHSEA,12213.28
863,2012,1,1894,622,232.64,IAHSEA,12213.28
864,2012,2,1894,917,262.94,IAHSEA,12213.28
865,2012,3,1894,933,280.18,IAHSEA,12213.28
866,2012,4,1894,700,282.03,IAHSEA,12213.28
867,2013,1,1894,620,277.96,IAHSEA,12213.28
868,2011,3,236,6474,115.0,LASLAX,2452.01
869,2011,4,236,5733,119.58,LASLAX,2452.01
870,2012,1,236,5644,123.99,LASLAX,2452.01
871,2012,2,236,5931,123.33,LASLAX,2452.01
872,2012,3,236,6168,116.65,LASLAX,2452.01
873,2012,4,236,5682,116.15,LASLAX,2452.01
874,2013,1,236,5903,124.71,LASLAX,2452.01
875,2011,3,2174,1235,241.89,LASMIA,11109.13
876,2011,4,2174,1070,275.71,LASMIA,11109.13
877,2012,1,2174,1151,273.57,LASMIA,11109.13
878,2012,2,2174,1207,258.07,LASMIA,11109.13
879,2012,3,2174,1159,243.45,LASMIA,11109.13
880,2012,4,2174,1174,248.43,LASMIA,11109.13
881,2013,1,2174,1312,256.39,LASMIA,11109.13
882,2011,3,1299,1149,195.85,LASMSP,4477.56
883,2011,4,1299,1325,202.2,LASMSP,4477.56
884,2012,1,1299,1675,207.48,LASMSP,4477.56
885,2012,2,1299,1495,196.63,LASMSP,4477.56
886,2012,3,1299,1275,185.62,LASMSP,4477.56
887,2012,4,1299,1459,190.02,LASMSP,4477.56
888,2013,1,1299,1794,203.14,LASMSP,4477.56
889,2011,3,2282,4447,277.35,LASJFK,14375.58
890,2011,3,2282,4447,277.35,LASLGA,275.5
891,2011,3,2282,4447,277.35,LASEWR,9771.91
892,2011,4,2282,3469,269.17,LASJFK,14375.58
893,2011,4,2282,3469,269.17,LASLGA,275.5
894,2011,4,2282,3469,269.17,LASEWR,9771.91
895,2012,1,2282,3524,274.08,LASJFK,14375.58
896,2012,1,2282,3524,274.08,LASLGA,275.5
897,2012,1,2282,3524,274.08,LASEWR,9771.91
898,2012,2,2282,4376,299.12,LASJFK,14375.58
899,2012,2,2282,4376,299.12,LASLGA,275.5
900,2012,2,2282,4376,299.12,LASEWR,9771.91
901,2012,3,2282,4067,285.5,LASJFK,14375.58
902,2012,3,2282,4067,285.5,LASLGA,275.5
903,2012,3,2282,4067,285.5,LASEWR,9771.91
904,2012,4,2282,3157,287.55,LASJFK,14375.58
905,2012,4,2282,3157,287.55,LASLGA,275.5
906,2012,4,2282,3157,287.55,LASEWR,9771.91
907,2013,1,2282,3399,314.52,LASJFK,14375.58
908,2013,1,2282,3399,314.52,LASLGA,275.5
909,2013,1,2282,3399,314.52,LASEWR,9771.91
910,2011,3,2039,727,247.08,LASMCO,7931.28
911,2011,4,2039,726,237.33,LASMCO,7931.28
912,2012,1,2039,743,239.58,LASMCO,7931.28
913,2012,2,2039,787,258.83,LASMCO,7931.28
914,2012,3,2039,707,248.4,LASMCO,7931.28
915,2012,4,2039,672,261.92,LASMCO,7931.28
916,2013,1,2039,682,270.52,LASMCO,7931.28
917,2011,3,2176,1264,245.7,LASPHL,11150.72
918,2011,4,2176,1141,246.18,LASPHL,11150.72
919,2012,1,2176,1106,251.17,LASPHL,11150.72
920,2012,2,2176,1386,257.04,LASPHL,11150.72
921,2012,3,2176,1311,228.11,LASPHL,11150.72
922,2012,4,2176,1288,214.65,LASPHL,11150.72
923,2013,1,2176,1341,229.72,LASPHL,11150.72
924,2011,3,255,1618,126.37,LASPHX,3300.09
925,2011,4,276,1751,126.24,LASPHX,3300.09
926,2012,1,276,1674,127.7,LASPHX,3300.09
927,2012,2,276,1718,109.94,LASPHX,3300.09
928,2012,3,276,1628,109.13,LASPHX,3300.09
929,2012,4,276,1797,115.04,LASPHX,3300.09
930,2013,1,276,1981,120.42,LASPHX,3300.09
931,2011,3,414,6318,128.33,LASSFO,3322.06
932,2011,4,414,5896,124.0,LASSFO,3322.06
933,2012,1,414,5700,120.66,LASSFO,3322.06
934,2012,2,414,6160,132.84,LASSFO,3322.06
935,2012,3,414,6173,126.21,LASSFO,3322.06
936,2012,4,414,5537,133.78,LASSFO,3322.06
937,2013,1,414,5397,141.14,LASSFO,3322.06
938,2011,3,867,2285,150.25,LASSEA,8294.41
939,2011,4,867,2083,146.31,LASSEA,8294.41
940,2012,1,867,1990,153.03,LASSEA,8294.41
941,2012,2,867,2285,162.73,LASSEA,8294.41
942,2012,3,867,1986,162.85,LASSEA,8294.41
943,2012,4,867,1926,171.61,LASSEA,8294.41
944,2013,1,867,2128,165.34,LASSEA,8294.41
945,2011,3,2342,2572,252.96,LAXMIA,9455.93
946,2011,4,2342,2879,267.39,LAXMIA,9455.93
947,2012,1,2342,3063,269.83,LAXMIA,9455.93
948,2012,2,2342,3004,269.99,LAXMIA,9455.93
949,2012,3,2342,2587,262.71,LAXMIA,9455.93
950,2012,4,2342,2977,281.33,LAXMIA,9455.93
951,2013,1,2342,3182,286.03,LAXMIA,9455.93
952,2011,3,1535,1991,237.22,LAXMSP,5119.02
953,2011,4,1535,1693,246.44,LAXMSP,5119.02
954,2012,1,1535,1557,264.53,LAXMSP,5119.02
955,2012,2,1535,1701,276.13,LAXMSP,5119.02
956,2012,3,1535,1757,266.46,LAXMSP,5119.02
957,2012,4,1535,1642,274.88,LAXMSP,5119.02
958,2013,1,1535,1524,282.16,LAXMSP,5119.02
959,2011,3,2510,10761,361.48,LAXJFK,34472.82
960,2011,3,2510,10761,361.48,LAXLGA,311.0
961,2011,3,2510,10761,361.48,LAXEWR,8889.14
962,2011,4,2510,10331,350.25,LAXJFK,34472.82
963,2011,4,2510,10331,350.25,LAXLGA,311.0
964,2011,4,2510,10331,350.25,LAXEWR,8889.14
965,2012,1,2510,9181,334.74,LAXJFK,34472.82
966,2012,1,2510,9181,334.74,LAXLGA,311.0
967,2012,1,2510,9181,334.74,LAXEWR,8889.14
968,2012,2,2510,11451,362.32,LAXJFK,34472.82
969,2012,2,2510,11451,362.32,LAXLGA,311.0
970,2012,2,2510,11451,362.32,LAXEWR,8889.14
971,2012,3,2510,11053,353.77,LAXJFK,34472.82
972,2012,3,2510,11053,353.77,LAXLGA,311.0
973,2012,3,2510,11053,353.77,LAXEWR,8889.14
974,2012,4,2510,10595,356.72,LAXJFK,34472.82
975,2012,4,2510,10595,356.72,LAXLGA,311.0
976,2012,4,2510,10595,356.72,LAXEWR,8889.14
977,2013,1,2510,9433,366.88,LAXJFK,34472.82
978,2013,1,2510,9433,366.88,LAXLGA,311.0
979,2013,1,2510,9433,366.88,LAXEWR,8889.14
980,2011,3,2218,1784,246.23,LAXMCO,5840.85
981,2011,4,2218,1809,258.58,LAXMCO,5840.85
982,2012,1,2218,1762,260.45,LAXMCO,5840.85
983,2012,2,2218,1871,275.64,LAXMCO,5840.85
984,2012,3,2218,1790,253.96,LAXMCO,5840.85
985,2012,4,2218,1881,255.53,LAXMCO,5840.85
986,2013,1,2218,1860,263.28,LAXMCO,5840.85
987,2011,3,2402,1849,321.66,LAXPHL,10264.42
988,2011,4,2402,1736,310.73,LAXPHL,10264.42
989,2012,1,2402,1485,281.05,LAXPHL,10264.42
990,2012,2,2402,2437,257.37,LAXPHL,10264.42
991,2012,3,2402,2342,256.57,LAXPHL,10264.42
