,Year_route,Quarter_route,miles_distance,daily_passengers,average_fare,ROUTE,AIR_TIME_MEAN
2541,2011,3,2521,1545,353.86,SFOPHL,11229.57
2542,2011,4,2521,1356,329.68,SFOPHL,11229.57
2543,2012,1,2521,1029,351.08,SFOPHL,11229.57
2544,2012,2,2521,1747,303.48,SFOPHL,11229.57
2545,2012,3,2521,1906,291.34,SFOPHL,11229.57
2546,2012,4,2521,1688,296.36,SFOPHL,11229.57
2547,2013,1,2521,1434,291.02,SFOPHL,11229.57
2548,2011,3,2378,673,310.39,SEAPHL,9452.29
2549,2011,4,2378,499,292.21,SEAPHL,9452.29
2550,2012,1,2378,344,311.64,SEAPHL,9452.29
2551,2012,2,2378,604,300.2,SEAPHL,9452.29
2552,2012,3,2378,741,296.28,SEAPHL,9452.29
2553,2012,4,2378,546,271.37,SEAPHL,9452.29
2554,2013,1,2378,386,263.68,SEAPHL,9452.29
2555,2011,3,651,2847,178.36,SFOPHX,3244.65
2556,2011,4,651,3442,171.43,SFOPHX,3244.65
2557,2012,1,668,3657,167.89,SFOPHX,3244.65
2558,2012,2,668,3619,160.52,SFOPHX,3244.65
2559,2012,3,668,3171,151.4,SFOPHX,3244.65
2560,2012,4,668,3564,159.83,SFOPHX,3244.65
2561,2013,1,668,3642,176.98,SFOPHX,3244.65
2562,2011,3,1107,1702,177.73,SEAPHX,6332.46
2563,2011,4,1107,1980,175.58,SEAPHX,6332.46
2564,2012,1,1107,2046,180.71,SEAPHX,6332.46
2565,2012,2,1107,1895,196.81,SEAPHX,6332.46
2566,2012,3,1107,1541,201.51,SEAPHX,6332.46
2567,2012,4,1124,1829,209.8,SEAPHX,6332.46
2568,2013,1,1124,2070,202.62,SEAPHX,6332.46
2569,2011,3,697,5782,151.11,SEASFO,5255.05
2570,2011,4,697,5172,146.55,SEASFO,5255.05
2571,2012,1,697,4346,139.36,SEASFO,5255.05
2572,2012,2,697,5183,163.22,SEASFO,5255.05
2573,2012,3,697,5365,161.55,SEASFO,5255.05
2574,2012,4,697,4952,169.63,SEASFO,5255.05
2575,2013,1,697,4434,162.59,SEASFO,5255.05
