,Year,quarter,miles_distance,daily_passengers,average_fare,DEP,ARR,ROUTE
2203,2012,4,2039,672,261.92,LAS,MCO,MCOLAS
2204,2013,1,2039,682,270.52,LAS,MCO,MCOLAS
2205,2011,3,2176,1264,245.7,LAS,PHL,PHLLAS
2206,2011,4,2176,1141,246.18,LAS,PHL,PHLLAS
2207,2012,1,2176,1106,251.17,LAS,PHL,PHLLAS
2208,2012,2,2176,1386,257.04,LAS,PHL,PHLLAS
2209,2012,3,2176,1311,228.11,LAS,PHL,PHLLAS
2210,2012,4,2176,1288,214.65,LAS,PHL,PHLLAS
2211,2013,1,2176,1341,229.72,LAS,PHL,PHLLAS
2212,2011,3,255,1618,126.37,LAS,PHX,PHXLAS
2213,2011,4,276,1751,126.24,LAS,PHX,PHXLAS
2214,2012,1,276,1674,127.7,LAS,PHX,PHXLAS
2215,2012,2,276,1718,109.94,LAS,PHX,PHXLAS
2216,2012,3,276,1628,109.13,LAS,PHX,PHXLAS
2217,2012,4,276,1797,115.04,LAS,PHX,PHXLAS
2218,2013,1,276,1981,120.42,LAS,PHX,PHXLAS
2219,2011,3,414,6318,128.33,LAS,SFO,SFOLAS
2220,2011,4,414,5896,124.0,LAS,SFO,SFOLAS
2221,2012,1,414,5700,120.66,LAS,SFO,SFOLAS
2222,2012,2,414,6160,132.84,LAS,SFO,SFOLAS
2223,2012,3,414,6173,126.21,LAS,SFO,SFOLAS
2224,2012,4,414,5537,133.78,LAS,SFO,SFOLAS
2225,2013,1,414,5397,141.14,LAS,SFO,SFOLAS
2226,2011,3,867,2285,150.25,LAS,SEA,SEALAS
2227,2011,4,867,2083,146.31,LAS,SEA,SEALAS
2228,2012,1,867,1990,153.03,LAS,SEA,SEALAS
2229,2012,2,867,2285,162.73,LAS,SEA,SEALAS
2230,2012,3,867,1986,162.85,LAS,SEA,SEALAS
2231,2012,4,867,1926,171.61,LAS,SEA,SEALAS
2232,2013,1,867,2128,165.34,LAS,SEA,SEALAS
2233,2011,3,2342,2572,252.96,LAX,MIA,MIALAX
2234,2011,4,2342,2879,267.39,LAX,MIA,MIALAX
2235,2012,1,2342,3063,269.83,LAX,MIA,MIALAX
2236,2012,2,2342,3004,269.99,LAX,MIA,MIALAX
2237,2012,3,2342,2587,262.71,LAX,MIA,MIALAX
2238,2012,4,2342,2977,281.33,LAX,MIA,MIALAX
2239,2013,1,2342,3182,286.03,LAX,MIA,MIALAX
2240,2011,3,1535,1991,237.22,LAX,MSP,MSPLAX
2241,2011,4,1535,1693,246.44,LAX,MSP,MSPLAX
2242,2012,1,1535,1557,264.53,LAX,MSP,MSPLAX
2243,2012,2,1535,1701,276.13,LAX,MSP,MSPLAX
2244,2012,3,1535,1757,266.46,LAX,MSP,MSPLAX
2245,2012,4,1535,1642,274.88,LAX,MSP,MSPLAX
2246,2013,1,1535,1524,282.16,LAX,MSP,MSPLAX
2247,2011,3,2510,10761,361.48,LAX,JFK,JFKLAX
2248,2011,3,2510,10761,361.48,LAX,LGA,LGALAX
2249,2011,3,2510,10761,361.48,LAX,EWR,EWRLAX
2250,2011,4,2510,10331,350.25,LAX,JFK,JFKLAX
2251,2011,4,2510,10331,350.25,LAX,LGA,LGALAX
2252,2011,4,2510,10331,350.25,LAX,EWR,EWRLAX
2253,2012,1,2510,9181,334.74,LAX,JFK,JFKLAX
2254,2012,1,2510,9181,334.74,LAX,LGA,LGALAX
2255,2012,1,2510,9181,334.74,LAX,EWR,EWRLAX
2256,2012,2,2510,11451,362.32,LAX,JFK,JFKLAX
2257,2012,2,2510,11451,362.32,LAX,LGA,LGALAX
2258,2012,2,2510,11451,362.32,LAX,EWR,EWRLAX
2259,2012,3,2510,11053,353.77,LAX,JFK,JFKLAX
2260,2012,3,2510,11053,353.77,LAX,LGA,LGALAX
2261,2012,3,2510,11053,353.77,LAX,EWR,EWRLAX
2262,2012,4,2510,10595,356.72,LAX,JFK,JFKLAX
2263,2012,4,2510,10595,356.72,LAX,LGA,LGALAX
2264,2012,4,2510,10595,356.72,LAX,EWR,EWRLAX
2265,2013,1,2510,9433,366.88,LAX,JFK,JFKLAX
2266,2013,1,2510,9433,366.88,LAX,LGA,LGALAX
2267,2013,1,2510,9433,366.88,LAX,EWR,EWRLAX
2268,2011,3,2218,1784,246.23,LAX,MCO,MCOLAX
2269,2011,4,2218,1809,258.58,LAX,MCO,MCOLAX
2270,2012,1,2218,1762,260.45,LAX,MCO,MCOLAX
2271,2012,2,2218,1871,275.64,LAX,MCO,MCOLAX
2272,2012,3,2218,1790,253.96,LAX,MCO,MCOLAX
2273,2012,4,2218,1881,255.53,LAX,MCO,MCOLAX
2274,2013,1,2218,1860,263.28,LAX,MCO,MCOLAX
2275,2011,3,2402,1849,321.66,LAX,PHL,PHLLAX
2276,2011,4,2402,1736,310.73,LAX,PHL,PHLLAX
2277,2012,1,2402,1485,281.05,LAX,PHL,PHLLAX
2278,2012,2,2402,2437,257.37,LAX,PHL,PHLLAX
2279,2012,3,2402,2342,256.57,LAX,PHL,PHLLAX
2280,2012,4,2402,2094,273.96,LAX,PHL,PHLLAX
2281,2013,1,2402,1730,276.87,LAX,PHL,PHLLAX
2282,2011,3,370,4438,134.42,LAX,PHX,PHXLAX
2283,2011,4,370,5035,134.55,LAX,PHX,PHXLAX
2284,2012,1,392,5025,133.69,LAX,PHX,PHXLAX
2285,2012,2,392,4925,133.23,LAX,PHX,PHXLAX
2286,2012,3,392,4470,125.82,LAX,PHX,PHXLAX
2287,2012,4,370,4977,128.07,LAX,PHX,PHXLAX
2288,2013,1,370,4949,133.92,LAX,PHX,PHXLAX
2289,2011,3,372,18777,131.04,LAX,SFO,SFOLAX
2290,2011,4,372,19595,134.36,LAX,SFO,SFOLAX
2291,2012,1,372,18311,125.52,LAX,SFO,SFOLAX
2292,2012,2,372,19720,134.34,LAX,SFO,SFOLAX
2293,2012,3,372,19630,122.08,LAX,SFO,SFOLAX
2294,2012,4,372,19936,132.5,LAX,SFO,SFOLAX
2295,2013,1,372,18027,135.06,LAX,SFO,SFOLAX
2296,2011,3,978,6679,168.01,LAX,SEA,SEALAX
2297,2011,4,978,5807,172.71,LAX,SEA,SEALAX
2298,2012,1,978,5360,147.57,LAX,SEA,SEALAX
2299,2012,2,978,6180,169.51,LAX,SEA,SEALAX
2300,2012,3,978,6119,176.31,LAX,SEA,SEALAX
2301,2012,4,978,5675,177.62,LAX,SEA,SEALAX
2302,2013,1,978,5334,166.19,LAX,SEA,SEALAX
2303,2011,3,1501,484,221.75,MIA,MSP,MSPMIA
2304,2011,4,1501,705,249.53,MIA,MSP,MSPMIA
2305,2012,1,1501,1266,258.64,MIA,MSP,MSPMIA
2306,2012,2,1501,682,253.64,MIA,MSP,MSPMIA
2307,2012,3,1501,513,231.09,MIA,MSP,MSPMIA
2308,2012,4,1501,767,243.01,MIA,MSP,MSPMIA
2309,2013,1,1501,1351,252.52,MIA,MSP,MSPMIA
2310,2011,3,1139,13561,152.51,MIA,JFK,JFKMIA
2311,2011,3,1139,13561,152.51,MIA,LGA,LGAMIA
2312,2011,3,1139,13561,152.51,MIA,EWR,EWRMIA
2313,2011,4,1139,14556,173.73,MIA,JFK,JFKMIA
2314,2011,4,1139,14556,173.73,MIA,LGA,LGAMIA
2315,2011,4,1139,14556,173.73,MIA,EWR,EWRMIA
2316,2012,1,1139,14909,187.63,MIA,JFK,JFKMIA
2317,2012,1,1139,14909,187.63,MIA,LGA,LGAMIA
2318,2012,1,1139,14909,187.63,MIA,EWR,EWRMIA
2319,2012,2,1139,14351,178.68,MIA,JFK,JFKMIA
2320,2012,2,1139,14351,178.68,MIA,LGA,LGAMIA
2321,2012,2,1139,14351,178.68,MIA,EWR,EWRMIA
2322,2012,3,1139,12452,166.3,MIA,JFK,JFKMIA
2323,2012,3,1139,12452,166.3,MIA,LGA,LGAMIA
2324,2012,3,1139,12452,166.3,MIA,EWR,EWRMIA
2325,2012,4,1139,13871,179.0,MIA,JFK,JFKMIA
2326,2012,4,1139,13871,179.0,MIA,LGA,LGAMIA
2327,2012,4,1139,13871,179.0,MIA,EWR,EWRMIA
2328,2013,1,1139,15907,193.31,MIA,JFK,JFKMIA
2329,2013,1,1139,15907,193.31,MIA,LGA,LGAMIA
2330,2013,1,1139,15907,193.31,MIA,EWR,EWRMIA
2331,2011,3,192,530,140.79,MIA,MCO,MCOMIA
2332,2011,4,192,589,130.65,MIA,MCO,MCOMIA
2333,2012,1,192,616,136.36,MIA,MCO,MCOMIA
2334,2012,2,192,553,136.86,MIA,MCO,MCOMIA
2335,2012,3,192,533,129.56,MIA,MCO,MCOMIA
2336,2012,4,192,545,130.57,MIA,MCO,MCOMIA
2337,2013,1,192,460,142.99,MIA,MCO,MCOMIA
2338,2011,3,1013,1492,187.8,MIA,PHL,PHLMIA
2339,2011,4,1013,2078,189.76,MIA,PHL,PHLMIA
2340,2012,1,1013,2033,205.58,MIA,PHL,PHLMIA
2341,2012,2,1013,2021,195.72,MIA,PHL,PHLMIA
2342,2012,3,1013,1469,179.01,MIA,PHL,PHLMIA
2343,2012,4,1013,2095,173.84,MIA,PHL,PHLMIA
2344,2013,1,1013,2539,187.31,MIA,PHL,PHLMIA
2345,2011,3,1972,502,220.99,MIA,PHX,PHXMIA
2346,2011,4,1972,702,246.8,MIA,PHX,PHXMIA
2347,2012,1,1972,742,268.08,MIA,PHX,PHXMIA
2348,2012,2,1972,605,262.37,MIA,PHX,PHXMIA
2349,2012,3,1972,444,238.07,MIA,PHX,PHXMIA
2350,2012,4,1972,678,256.98,MIA,PHX,PHXMIA
2351,2013,1,1972,775,276.27,MIA,PHX,PHXMIA
2352,2011,3,2585,1360,268.34,MIA,SFO,SFOMIA
2353,2011,4,2585,1570,289.22,MIA,SFO,SFOMIA
2354,2012,1,2585,1596,287.1,MIA,SFO,SFOMIA
2355,2012,2,2585,1708,278.62,MIA,SFO,SFOMIA
2356,2012,3,2585,1507,264.92,MIA,SFO,SFOMIA
2357,2012,4,2585,1763,285.28,MIA,SFO,SFOMIA
2358,2013,1,2585,1645,294.53,MIA,SFO,SFOMIA
2359,2011,3,2724,502,282.96,MIA,SEA,SEAMIA
2360,2011,4,2724,639,277.23,MIA,SEA,SEAMIA
2361,2012,1,2724,642,281.38,MIA,SEA,SEAMIA
2362,2012,2,2724,600,295.74,MIA,SEA,SEAMIA
2363,2012,3,2724,537,283.36,MIA,SEA,SEAMIA
2364,2012,4,2724,622,287.94,MIA,SEA,SEAMIA
2365,2013,1,2724,636,297.83,MIA,SEA,SEAMIA
2366,2011,3,1057,2445,263.71,MSP,JFK,JFKMSP
2367,2011,3,1057,2445,263.71,MSP,LGA,LGAMSP
2368,2011,3,1057,2445,263.71,MSP,EWR,EWRMSP
2369,2011,4,1057,2334,265.96,MSP,JFK,JFKMSP
2370,2011,4,1057,2334,265.96,MSP,LGA,LGAMSP
2371,2011,4,1057,2334,265.96,MSP,EWR,EWRMSP
2372,2012,1,1057,1738,282.01,MSP,JFK,JFKMSP
2373,2012,1,1057,1738,282.01,MSP,LGA,LGAMSP
2374,2012,1,1057,1738,282.01,MSP,EWR,EWRMSP
2375,2012,2,1057,2423,291.91,MSP,JFK,JFKMSP
2376,2012,2,1057,2423,291.91,MSP,LGA,LGAMSP
2377,2012,2,1057,2423,291.91,MSP,EWR,EWRMSP
2378,2012,3,1057,2517,279.82,MSP,JFK,JFKMSP
2379,2012,3,1057,2517,279.82,MSP,LGA,LGAMSP
2380,2012,3,1057,2517,279.82,MSP,EWR,EWRMSP
2381,2012,4,1057,2224,278.04,MSP,JFK,JFKMSP
2382,2012,4,1057,2224,278.04,MSP,LGA,LGAMSP
2383,2012,4,1057,2224,278.04,MSP,EWR,EWRMSP
2384,2013,1,1057,1682,307.2,MSP,JFK,JFKMSP
2385,2013,1,1057,1682,307.2,MSP,LGA,LGAMSP
2386,2013,1,1057,1682,307.2,MSP,EWR,EWRMSP
2387,2011,3,1310,1059,161.77,MSP,MCO,MCOMSP
2388,2011,4,1310,1481,189.58,MSP,MCO,MCOMSP
2389,2012,1,1310,2113,211.47,MSP,MCO,MCOMSP
2390,2012,2,1310,1396,196.48,MSP,MCO,MCOMSP
2391,2012,3,1310,1019,175.55,MSP,MCO,MCOMSP
2392,2012,4,1310,1531,190.78,MSP,MCO,MCOMSP
2393,2013,1,1310,2115,214.25,MSP,MCO,MCOMSP
2394,2011,3,980,751,275.51,MSP,PHL,PHLMSP
2395,2011,4,980,616,304.94,MSP,PHL,PHLMSP
2396,2012,1,980,469,323.42,MSP,PHL,PHLMSP
2397,2012,2,980,632,334.91,MSP,PHL,PHLMSP
2398,2012,3,980,689,289.11,MSP,PHL,PHLMSP
2399,2012,4,980,591,307.29,MSP,PHL,PHLMSP
2400,2013,1,980,435,333.36,MSP,PHL,PHLMSP
2401,2011,3,1276,1185,175.72,MSP,PHX,PHXMSP
2402,2011,4,1276,1665,189.76,MSP,PHX,PHXMSP
2403,2012,1,1276,2331,192.98,MSP,PHX,PHXMSP
2404,2012,2,1276,1420,199.1,MSP,PHX,PHXMSP
2405,2012,3,1276,1078,198.18,MSP,PHX,PHXMSP
2406,2012,4,1276,1574,202.46,MSP,PHX,PHXMSP
2407,2013,1,1276,2172,212.04,MSP,PHX,PHXMSP
2408,2011,3,1589,1515,269.71,MSP,SFO,SFOMSP
2409,2011,4,1589,1318,276.01,MSP,SFO,SFOMSP
2410,2012,1,1589,1078,292.42,MSP,SFO,SFOMSP
2411,2012,2,1589,1409,294.68,MSP,SFO,SFOMSP
2412,2012,3,1589,1598,283.26,MSP,SFO,SFOMSP
2413,2012,4,1589,1307,290.94,MSP,SFO,SFOMSP
2414,2013,1,1589,1070,314.75,MSP,SFO,SFOMSP
2415,2011,3,1399,1282,231.19,MSP,SEA,SEAMSP
2416,2011,4,1399,784,236.86,MSP,SEA,SEAMSP
2417,2012,1,1399,514,259.65,MSP,SEA,SEAMSP
2418,2012,2,1399,994,230.74,MSP,SEA,SEAMSP
2419,2012,3,1399,1330,222.75,MSP,SEA,SEAMSP
2420,2012,4,1399,895,221.37,MSP,SEA,SEAMSP
2421,2013,1,1399,624,221.91,MSP,SEA,SEAMSP
2422,2011,3,989,10560,150.47,JFK,MCO,MCOJFK
2423,2011,3,989,10560,150.47,LGA,MCO,MCOLGA
2424,2011,3,989,10560,150.47,EWR,MCO,MCOEWR
2425,2011,4,989,9224,160.54,JFK,MCO,MCOJFK
2426,2011,4,989,9224,160.54,LGA,MCO,MCOLGA
2427,2011,4,989,9224,160.54,EWR,MCO,MCOEWR
2428,2012,1,989,8511,169.73,JFK,MCO,MCOJFK
2429,2012,1,989,8511,169.73,LGA,MCO,MCOLGA
2430,2012,1,989,8511,169.73,EWR,MCO,MCOEWR
2431,2012,2,989,10321,161.47,JFK,MCO,MCOJFK
2432,2012,2,989,10321,161.47,LGA,MCO,MCOLGA
2433,2012,2,989,10321,161.47,EWR,MCO,MCOEWR
2434,2012,3,989,10043,156.51,JFK,MCO,MCOJFK
2435,2012,3,989,10043,156.51,LGA,MCO,MCOLGA
2436,2012,3,989,10043,156.51,EWR,MCO,MCOEWR
2437,2012,4,989,8704,166.33,JFK,MCO,MCOJFK
2438,2012,4,989,8704,166.33,LGA,MCO,MCOLGA
2439,2012,4,989,8704,166.33,EWR,MCO,MCOEWR
2440,2013,1,989,8980,175.72,JFK,MCO,MCOJFK
2441,2013,1,989,8980,175.72,LGA,MCO,MCOLGA
2442,2013,1,989,8980,175.72,EWR,MCO,MCOEWR
2443,2011,3,2189,2339,244.2,JFK,PHX,PHXJFK
2444,2011,3,2189,2339,244.2,LGA,PHX,PHXLGA
2445,2011,3,2189,2339,244.2,EWR,PHX,PHXEWR
2446,2011,4,2189,2603,246.36,JFK,PHX,PHXJFK
2447,2011,4,2189,2603,246.36,LGA,PHX,PHXLGA
2448,2011,4,2189,2603,246.36,EWR,PHX,PHXEWR
2449,2012,1,2189,2347,227.27,JFK,PHX,PHXJFK
2450,2012,1,2189,2347,227.27,LGA,PHX,PHXLGA
2451,2012,1,2189,2347,227.27,EWR,PHX,PHXEWR
2452,2012,2,2189,2733,243.24,JFK,PHX,PHXJFK
2453,2012,2,2189,2733,243.24,LGA,PHX,PHXLGA
2454,2012,2,2189,2733,243.24,EWR,PHX,PHXEWR
2455,2012,3,2189,2167,245.79,JFK,PHX,PHXJFK
2456,2012,3,2189,2167,245.79,LGA,PHX,PHXLGA
2457,2012,3,2189,2167,245.79,EWR,PHX,PHXEWR
2458,2012,4,2189,2590,259.95,JFK,PHX,PHXJFK
2459,2012,4,2189,2590,259.95,LGA,PHX,PHXLGA
2460,2012,4,2189,2590,259.95,EWR,PHX,PHXEWR
2461,2013,1,2189,2386,278.35,JFK,PHX,PHXJFK
2462,2013,1,2189,2386,278.35,LGA,PHX,PHXLGA
2463,2013,1,2189,2386,278.35,EWR,PHX,PHXEWR
2464,2011,3,2619,7711,386.61,JFK,SFO,SFOJFK
2465,2011,3,2619,7711,386.61,LGA,SFO,SFOLGA
2466,2011,3,2619,7711,386.61,EWR,SFO,SFOEWR
2467,2011,4,2619,7246,364.58,JFK,SFO,SFOJFK
2468,2011,4,2619,7246,364.58,LGA,SFO,SFOLGA
2469,2011,4,2619,7246,364.58,EWR,SFO,SFOEWR
2470,2012,1,2619,6236,343.1,JFK,SFO,SFOJFK
2471,2012,1,2619,6236,343.1,LGA,SFO,SFOLGA
2472,2012,1,2619,6236,343.1,EWR,SFO,SFOEWR
2473,2012,2,2619,8400,371.99,JFK,SFO,SFOJFK
2474,2012,2,2619,8400,371.99,LGA,SFO,SFOLGA
2475,2012,2,2619,8400,371.99,EWR,SFO,SFOEWR
2476,2012,3,2619,8290,369.29,JFK,SFO,SFOJFK
2477,2012,3,2619,8290,369.29,LGA,SFO,SFOLGA
2478,2012,3,2619,8290,369.29,EWR,SFO,SFOEWR
2479,2012,4,2619,7632,382.99,JFK,SFO,SFOJFK
2480,2012,4,2619,7632,382.99,LGA,SFO,SFOLGA
2481,2012,4,2619,7632,382.99,EWR,SFO,SFOEWR
2482,2013,1,2619,6339,400.47,JFK,SFO,SFOJFK
2483,2013,1,2619,6339,400.47,LGA,SFO,SFOLGA
2484,2013,1,2619,6339,400.47,EWR,SFO,SFOEWR
2485,2011,3,2448,2484,325.47,JFK,SEA,SEAJFK
2486,2011,3,2448,2484,325.47,LGA,SEA,SEALGA
2487,2011,3,2448,2484,325.47,EWR,SEA,SEAEWR
2488,2011,4,2448,1951,292.61,JFK,SEA,SEAJFK
2489,2011,4,2448,1951,292.61,LGA,SEA,SEALGA
2490,2011,4,2448,1951,292.61,EWR,SEA,SEAEWR
2491,2012,1,2448,1585,270.47,JFK,SEA,SEAJFK
2492,2012,1,2448,1585,270.47,LGA,SEA,SEALGA
2493,2012,1,2448,1585,270.47,EWR,SEA,SEAEWR
2494,2012,2,2448,2349,286.73,JFK,SEA,SEAJFK
2495,2012,2,2448,2349,286.73,LGA,SEA,SEALGA
2496,2012,2,2448,2349,286.73,EWR,SEA,SEAEWR
2497,2012,3,2448,2608,301.64,JFK,SEA,SEAJFK
2498,2012,3,2448,2608,301.64,LGA,SEA,SEALGA
2499,2012,3,2448,2608,301.64,EWR,SEA,SEAEWR
2500,2012,4,2448,1966,300.53,JFK,SEA,SEAJFK
2501,2012,4,2448,1966,300.53,LGA,SEA,SEALGA
2502,2012,4,2448,1966,300.53,EWR,SEA,SEAEWR
2503,2013,1,2448,1597,280.97,JFK,SEA,SEAJFK
2504,2013,1,2448,1597,280.97,LGA,SEA,SEALGA
2505,2013,1,2448,1597,280.97,EWR,SEA,SEAEWR
2506,2011,3,861,3062,129.82,MCO,PHL,PHLMCO
2507,2011,4,861,3095,148.02,MCO,PHL,PHLMCO
2508,2012,1,861,2797,155.26,MCO,PHL,PHLMCO
2509,2012,2,861,3188,153.24,MCO,PHL,PHLMCO
2510,2012,3,861,2732,141.12,MCO,PHL,PHLMCO
2511,2012,4,861,3078,151.91,MCO,PHL,PHLMCO
2512,2013,1,861,2828,166.47,MCO,PHL,PHLMCO
2513,2011,3,1849,558,208.86,MCO,PHX,PHXMCO
2514,2011,4,1849,680,226.63,MCO,PHX,PHXMCO
2515,2012,1,1849,647,249.69,MCO,PHX,PHXMCO
2516,2012,2,1849,649,241.91,MCO,PHX,PHXMCO
2517,2012,3,1849,505,225.56,MCO,PHX,PHXMCO
2518,2012,4,1849,693,229.76,MCO,PHX,PHXMCO
2519,2013,1,1849,656,272.2,MCO,PHX,PHXMCO
2520,2011,3,2446,908,266.86,MCO,SFO,SFOMCO
2521,2011,4,2446,1048,283.86,MCO,SFO,SFOMCO
2522,2012,1,2446,963,278.97,MCO,SFO,SFOMCO
2523,2012,2,2446,1121,300.79,MCO,SFO,SFOMCO
2524,2012,3,2446,1028,276.69,MCO,SFO,SFOMCO
2525,2012,4,2446,1080,287.81,MCO,SFO,SFOMCO
2526,2013,1,2446,1061,279.68,MCO,SFO,SFOMCO
2527,2011,3,2554,661,242.97,MCO,SEA,SEAMCO
2528,2011,4,2554,666,248.56,MCO,SEA,SEAMCO
2529,2012,1,2554,665,277.13,MCO,SEA,SEAMCO
2530,2012,2,2554,660,301.73,MCO,SEA,SEAMCO
2531,2012,3,2554,636,285.82,MCO,SEA,SEAMCO
2532,2012,4,2554,671,266.64,MCO,SEA,SEAMCO
2533,2013,1,2554,672,268.04,MCO,SEA,SEAMCO
2534,2011,3,2075,830,251.74,PHL,PHX,PHXPHL
2535,2011,4,2075,892,254.5,PHL,PHX,PHXPHL
2536,2012,1,2075,791,262.65,PHL,PHX,PHXPHL
2537,2012,2,2075,872,277.02,PHL,PHX,PHXPHL
2538,2012,3,2075,785,235.71,PHL,PHX,PHXPHL
2539,2012,4,2075,861,247.69,PHL,PHX,PHXPHL
2540,2013,1,2075,867,266.82,PHL,PHX,PHXPHL
2541,2011,3,2521,1545,353.86,PHL,SFO,SFOPHL
2542,2011,4,2521,1356,329.68,PHL,SFO,SFOPHL
2543,2012,1,2521,1029,351.08,PHL,SFO,SFOPHL
2544,2012,2,2521,1747,303.48,PHL,SFO,SFOPHL
2545,2012,3,2521,1906,291.34,PHL,SFO,SFOPHL
2546,2012,4,2521,1688,296.36,PHL,SFO,SFOPHL
2547,2013,1,2521,1434,291.02,PHL,SFO,SFOPHL
2548,2011,3,2378,673,310.39,PHL,SEA,SEAPHL
2549,2011,4,2378,499,292.21,PHL,SEA,SEAPHL
2550,2012,1,2378,344,311.64,PHL,SEA,SEAPHL
2551,2012,2,2378,604,300.2,PHL,SEA,SEAPHL
2552,2012,3,2378,741,296.28,PHL,SEA,SEAPHL
2553,2012,4,2378,546,271.37,PHL,SEA,SEAPHL
2554,2013,1,2378,386,263.68,PHL,SEA,SEAPHL
2555,2011,3,651,2847,178.36,PHX,SFO,SFOPHX
2556,2011,4,651,3442,171.43,PHX,SFO,SFOPHX
2557,2012,1,668,3657,167.89,PHX,SFO,SFOPHX
2558,2012,2,668,3619,160.52,PHX,SFO,SFOPHX
2559,2012,3,668,3171,151.4,PHX,SFO,SFOPHX
2560,2012,4,668,3564,159.83,PHX,SFO,SFOPHX
2561,2013,1,668,3642,176.98,PHX,SFO,SFOPHX
2562,2011,3,1107,1702,177.73,PHX,SEA,SEAPHX
2563,2011,4,1107,1980,175.58,PHX,SEA,SEAPHX
2564,2012,1,1107,2046,180.71,PHX,SEA,SEAPHX
2565,2012,2,1107,1895,196.81,PHX,SEA,SEAPHX
2566,2012,3,1107,1541,201.51,PHX,SEA,SEAPHX
2567,2012,4,1124,1829,209.8,PHX,SEA,SEAPHX
2568,2013,1,1124,2070,202.62,PHX,SEA,SEAPHX
2569,2011,3,697,5782,151.11,SFO,SEA,SEASFO
2570,2011,4,697,5172,146.55,SFO,SEA,SEASFO
2571,2012,1,697,4346,139.36,SFO,SEA,SEASFO
2572,2012,2,697,5183,163.22,SFO,SEA,SEASFO
2573,2012,3,697,5365,161.55,SFO,SEA,SEASFO
2574,2012,4,697,4952,169.63,SFO,SEA,SEASFO
2575,2013,1,697,4434,162.59,SFO,SEA,SEASFO
