,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare,DEP,ARR
244,2012,1,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1390,198.34,BOS,DEN
245,2012,2,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1826,223.31,BOS,DEN
246,2012,3,"Boston, MA (Metropolitan Area)","Denver, CO",1754,2124,231.54,BOS,DEN
247,2012,4,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1570,231.99,BOS,DEN
248,2013,1,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1382,230.13,BOS,DEN
249,2013,2,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1714,239.31,BOS,DEN
250,2013,3,"Boston, MA (Metropolitan Area)","Denver, CO",1754,2097,255.21,BOS,DEN
251,2013,4,"Boston, MA (Metropolitan Area)","Denver, CO",1754,1559,246.58,BOS,DEN
252,2011,1,"Boston, MA (Metropolitan Area)","Detroit, MI",632,649,273.39,BOS,DTW
253,2011,2,"Boston, MA (Metropolitan Area)","Detroit, MI",632,956,272.93,BOS,DTW
254,2011,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,978,271.24,BOS,DTW
255,2011,4,"Boston, MA (Metropolitan Area)","Detroit, MI",632,940,260.29,BOS,DTW
256,2012,1,"Boston, MA (Metropolitan Area)","Detroit, MI",632,708,274.63,BOS,DTW
257,2012,2,"Boston, MA (Metropolitan Area)","Detroit, MI",632,922,304.17,BOS,DTW
258,2012,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,982,275.07,BOS,DTW
259,2012,4,"Boston, MA (Metropolitan Area)","Detroit, MI",632,928,283.1,BOS,DTW
260,2013,1,"Boston, MA (Metropolitan Area)","Detroit, MI",632,660,309.13,BOS,DTW
261,2013,2,"Boston, MA (Metropolitan Area)","Detroit, MI",632,961,297.1,BOS,DTW
262,2013,3,"Boston, MA (Metropolitan Area)","Detroit, MI",632,947,296.63,BOS,DTW
263,2013,4,"Boston, MA (Metropolitan Area)","Detroit, MI",632,946,295.11,BOS,DTW
264,2011,1,"Boston, MA (Metropolitan Area)","Houston, TX",1609,784,283.56,BOS,IAH
265,2011,2,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1107,274.95,BOS,IAH
266,2011,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1115,278.94,BOS,IAH
267,2011,4,"Boston, MA (Metropolitan Area)","Houston, TX",1609,942,288.48,BOS,IAH
268,2012,1,"Boston, MA (Metropolitan Area)","Houston, TX",1609,771,299.32,BOS,IAH
269,2012,2,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1040,309.45,BOS,IAH
270,2012,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1068,297.0,BOS,IAH
271,2012,4,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1018,305.69,BOS,IAH
272,2013,1,"Boston, MA (Metropolitan Area)","Houston, TX",1609,817,313.7,BOS,IAH
273,2013,2,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1124,290.04,BOS,IAH
274,2013,3,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1333,243.45,BOS,IAH
275,2013,4,"Boston, MA (Metropolitan Area)","Houston, TX",1609,1355,227.11,BOS,IAH
276,2011,1,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1348,230.74,BOS,LAS
277,2011,2,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1652,252.39,BOS,LAS
278,2011,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1464,247.0,BOS,LAS
279,2011,4,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1294,250.65,BOS,LAS
280,2012,1,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1301,247.44,BOS,LAS
281,2012,2,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1625,263.22,BOS,LAS
282,2012,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1304,252.61,BOS,LAS
283,2012,4,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1284,242.82,BOS,LAS
284,2013,1,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1281,250.88,BOS,LAS
285,2013,2,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1565,256.52,BOS,LAS
286,2013,3,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1383,250.79,BOS,LAS
287,2013,4,"Boston, MA (Metropolitan Area)","Las Vegas, NV",2381,1259,250.37,BOS,LAS
288,2011,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,2597,261.47,BOS,LAX
289,2011,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3483,291.19,BOS,LAX
290,2011,3,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3522,301.57,BOS,LAX
291,2011,4,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3076,282.77,BOS,LAX
292,2012,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,2693,264.59,BOS,LAX
293,2012,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3524,307.64,BOS,LAX
294,2012,3,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3638,304.98,BOS,LAX
295,2012,4,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3278,288.78,BOS,LAX
296,2013,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,2702,279.87,BOS,LAX
297,2013,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3677,295.38,BOS,LAX
298,2013,3,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3836,302.71,BOS,LAX
299,2013,4,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2611,3293,291.15,BOS,LAX
300,2011,1,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1284,4017,186.73,BOS,MIA
301,2011,2,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1284,3392,180.83,BOS,MIA
302,2011,3,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,2722,166.25,BOS,MIA
303,2011,4,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,3085,187.39,BOS,MIA
304,2012,1,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,4046,199.99,BOS,MIA
305,2012,2,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,3323,201.18,BOS,MIA
306,2012,3,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,2625,180.76,BOS,MIA
307,2012,4,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,3313,191.74,BOS,MIA
308,2013,1,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,4185,197.89,BOS,MIA
309,2013,2,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,3466,186.08,BOS,MIA
310,2013,3,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,2788,174.63,BOS,MIA
311,2013,4,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",1283,3373,197.84,BOS,MIA
312,2011,1,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,733,277.46,BOS,MSP
313,2011,2,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1294,258.76,BOS,MSP
314,2011,3,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1461,244.29,BOS,MSP
315,2011,4,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1125,261.41,BOS,MSP
316,2012,1,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,775,285.78,BOS,MSP
317,2012,2,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1295,281.49,BOS,MSP
318,2012,3,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1438,254.85,BOS,MSP
319,2012,4,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1108,275.65,BOS,MSP
320,2013,1,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,783,290.16,BOS,MSP
321,2013,2,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1306,281.99,BOS,MSP
322,2013,3,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1371,277.64,BOS,MSP
323,2013,4,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",1124,1174,271.12,BOS,MSP
324,2011,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,2834,231.78,BOS,JFK
325,2011,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3940,216.95,BOS,JFK
326,2011,3,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3558,192.74,BOS,JFK
327,2011,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3671,190.77,BOS,JFK
328,2012,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3300,194.98,BOS,JFK
329,2012,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3883,201.31,BOS,JFK
330,2012,3,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3573,191.49,BOS,JFK
331,2012,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3680,184.31,BOS,JFK
332,2013,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3350,193.27,BOS,JFK
333,2013,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,4073,198.38,BOS,JFK
334,2013,3,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3596,191.7,BOS,JFK
335,2013,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3916,197.65,BOS,JFK
336,2011,1,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4380,160.8,BOS,MCO
337,2011,2,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4524,169.39,BOS,MCO
338,2011,3,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3654,147.78,BOS,MCO
339,2011,4,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3961,168.78,BOS,MCO
340,2012,1,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4314,179.97,BOS,MCO
341,2012,2,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4396,186.12,BOS,MCO
342,2012,3,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3403,163.49,BOS,MCO
343,2012,4,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4043,168.38,BOS,MCO
344,2013,1,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4838,164.15,BOS,MCO
345,2013,2,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,5029,160.82,BOS,MCO
346,2013,3,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4049,144.94,BOS,MCO
347,2013,4,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4242,171.76,BOS,MCO
348,2011,1,"Boston, MA (Metropolitan Area)","Philadelphia, PA",290,2233,135.72,BOS,PHL
349,2011,2,"Boston, MA (Metropolitan Area)","Philadelphia, PA",290,2799,143.13,BOS,PHL
350,2011,3,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2470,133.44,BOS,PHL
351,2011,4,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2659,126.75,BOS,PHL
352,2012,1,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1847,191.46,BOS,PHL
353,2012,2,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1752,252.35,BOS,PHL
354,2012,3,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1543,254.01,BOS,PHL
355,2012,4,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1538,256.72,BOS,PHL
356,2013,1,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1341,281.64,BOS,PHL
357,2013,2,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2000,213.99,BOS,PHL
358,2013,3,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2295,149.44,BOS,PHL
359,2013,4,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2281,159.32,BOS,PHL
360,2011,1,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1191,214.2,BOS,PHX
361,2011,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1409,224.51,BOS,PHX
362,2011,3,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1173,215.21,BOS,PHX
363,2011,4,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1246,225.01,BOS,PHX
364,2012,1,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1190,215.65,BOS,PHX
365,2012,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1411,232.58,BOS,PHX
366,2012,3,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1112,234.12,BOS,PHX
367,2012,4,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1185,240.33,BOS,PHX
368,2013,1,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1102,244.01,BOS,PHX
369,2013,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1290,247.73,BOS,PHX
370,2013,3,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1169,238.82,BOS,PHX
371,2013,4,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1177,243.36,BOS,PHX
372,2011,1,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,2517,296.05,BOS,SFO
373,2011,2,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3526,317.43,BOS,SFO
374,2011,3,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3709,319.63,BOS,SFO
375,2011,4,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3235,302.87,BOS,SFO
376,2012,1,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,2630,284.22,BOS,SFO
377,2012,2,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3722,326.7,BOS,SFO
378,2012,3,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3962,327.71,BOS,SFO
379,2012,4,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3414,326.23,BOS,SFO
380,2013,1,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,2712,338.24,BOS,SFO
381,2013,2,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,4012,335.85,BOS,SFO
382,2013,3,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,4219,337.23,BOS,SFO
383,2013,4,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3617,326.97,BOS,SFO
384,2011,1,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,720,247.92,BOS,SEA
385,2011,2,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1118,290.19,BOS,SEA
386,2011,3,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1384,297.27,BOS,SEA
387,2011,4,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,951,274.34,BOS,SEA
388,2012,1,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,735,255.47,BOS,SEA
389,2012,2,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1151,290.9,BOS,SEA
390,2012,3,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1327,308.66,BOS,SEA
391,2012,4,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,971,292.37,BOS,SEA
392,2013,1,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,693,282.85,BOS,SEA
393,2013,2,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1148,286.97,BOS,SEA
394,2013,3,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1458,294.23,BOS,SEA
395,2013,4,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1042,263.39,BOS,SEA
396,2011,1,"Charlotte, NC","Chicago, IL",599,751,241.1,CLT,ORD
397,2011,2,"Charlotte, NC","Chicago, IL",599,1016,239.29,CLT,ORD
398,2011,3,"Charlotte, NC","Chicago, IL",599,1000,225.43,CLT,ORD
399,2011,4,"Charlotte, NC","Chicago, IL",599,894,239.54,CLT,ORD
400,2012,1,"Charlotte, NC","Chicago, IL",599,689,275.7,CLT,ORD
401,2012,2,"Charlotte, NC","Chicago, IL",599,984,240.24,CLT,ORD
402,2012,3,"Charlotte, NC","Chicago, IL",599,987,257.74,CLT,ORD
403,2012,4,"Charlotte, NC","Chicago, IL",599,966,248.33,CLT,ORD
404,2013,1,"Charlotte, NC","Chicago, IL",599,772,266.08,CLT,ORD
405,2013,2,"Charlotte, NC","Chicago, IL",599,1293,199.55,CLT,ORD
406,2013,3,"Charlotte, NC","Chicago, IL",599,1101,223.31,CLT,ORD
407,2013,4,"Charlotte, NC","Chicago, IL",599,1149,210.7,CLT,ORD
408,2011,1,"Charlotte, NC","Dallas/Fort Worth, TX",936,629,275.13,CLT,DFW
409,2011,2,"Charlotte, NC","Dallas/Fort Worth, TX",936,741,268.58,CLT,DFW
410,2011,3,"Charlotte, NC","Dallas/Fort Worth, TX",936,658,273.86,CLT,DFW
411,2011,4,"Charlotte, NC","Dallas/Fort Worth, TX",936,569,320.96,CLT,DFW
412,2012,1,"Charlotte, NC","Dallas/Fort Worth, TX",936,600,309.67,CLT,DFW
413,2012,2,"Charlotte, NC","Dallas/Fort Worth, TX",936,754,297.69,CLT,DFW
414,2012,3,"Charlotte, NC","Dallas/Fort Worth, TX",936,628,301.01,CLT,DFW
415,2012,4,"Charlotte, NC","Dallas/Fort Worth, TX",936,746,264.22,CLT,DFW
416,2013,1,"Charlotte, NC","Dallas/Fort Worth, TX",936,637,291.24,CLT,DFW
417,2013,2,"Charlotte, NC","Dallas/Fort Worth, TX",936,750,302.65,CLT,DFW
418,2013,3,"Charlotte, NC","Dallas/Fort Worth, TX",936,674,303.68,CLT,DFW
419,2013,4,"Charlotte, NC","Dallas/Fort Worth, TX",936,747,282.11,CLT,DFW
420,2011,1,"Charlotte, NC","Denver, CO",1338,312,296.25,CLT,DEN
421,2011,2,"Charlotte, NC","Denver, CO",1338,366,292.97,CLT,DEN
422,2011,3,"Charlotte, NC","Denver, CO",1337,391,296.21,CLT,DEN
423,2011,4,"Charlotte, NC","Denver, CO",1337,375,274.79,CLT,DEN
424,2012,1,"Charlotte, NC","Denver, CO",1337,347,281.24,CLT,DEN
425,2012,2,"Charlotte, NC","Denver, CO",1337,395,285.72,CLT,DEN
426,2012,3,"Charlotte, NC","Denver, CO",1337,427,293.69,CLT,DEN
427,2012,4,"Charlotte, NC","Denver, CO",1337,399,293.73,CLT,DEN
428,2013,1,"Charlotte, NC","Denver, CO",1337,365,293.58,CLT,DEN
429,2013,2,"Charlotte, NC","Denver, CO",1337,469,281.28,CLT,DEN
430,2013,3,"Charlotte, NC","Denver, CO",1337,475,293.77,CLT,DEN
431,2013,4,"Charlotte, NC","Denver, CO",1337,447,277.62,CLT,DEN
432,2011,1,"Charlotte, NC","Detroit, MI",500,324,255.95,CLT,DTW
433,2011,2,"Charlotte, NC","Detroit, MI",500,386,233.3,CLT,DTW
434,2011,3,"Charlotte, NC","Detroit, MI",500,393,236.79,CLT,DTW
435,2011,4,"Charlotte, NC","Detroit, MI",500,338,267.95,CLT,DTW
436,2012,1,"Charlotte, NC","Detroit, MI",500,318,277.97,CLT,DTW
437,2012,2,"Charlotte, NC","Detroit, MI",500,426,256.87,CLT,DTW
438,2012,3,"Charlotte, NC","Detroit, MI",500,357,276.51,CLT,DTW
439,2012,4,"Charlotte, NC","Detroit, MI",500,390,261.57,CLT,DTW
440,2013,1,"Charlotte, NC","Detroit, MI",500,311,299.88,CLT,DTW
441,2013,2,"Charlotte, NC","Detroit, MI",500,380,291.03,CLT,DTW
442,2013,3,"Charlotte, NC","Detroit, MI",500,351,295.11,CLT,DTW
443,2013,4,"Charlotte, NC","Detroit, MI",500,380,288.43,CLT,DTW
444,2011,1,"Charlotte, NC","Houston, TX",920,374,269.57,CLT,IAH
445,2011,2,"Charlotte, NC","Houston, TX",920,419,279.25,CLT,IAH
446,2011,3,"Charlotte, NC","Houston, TX",920,394,273.2,CLT,IAH
447,2011,4,"Charlotte, NC","Houston, TX",920,349,298.66,CLT,IAH
448,2012,1,"Charlotte, NC","Houston, TX",920,318,358.81,CLT,IAH
449,2012,2,"Charlotte, NC","Houston, TX",920,364,358.02,CLT,IAH
450,2012,3,"Charlotte, NC","Houston, TX",920,367,336.37,CLT,IAH
451,2012,4,"Charlotte, NC","Houston, TX",920,381,319.97,CLT,IAH
452,2013,1,"Charlotte, NC","Houston, TX",920,352,321.61,CLT,IAH
453,2013,2,"Charlotte, NC","Houston, TX",920,470,274.39,CLT,IAH
454,2013,3,"Charlotte, NC","Houston, TX",920,420,305.14,CLT,IAH
455,2013,4,"Charlotte, NC","Houston, TX",920,489,269.51,CLT,IAH
456,2011,1,"Charlotte, NC","Las Vegas, NV",1916,590,248.27,CLT,LAS
457,2011,2,"Charlotte, NC","Las Vegas, NV",1916,605,243.6,CLT,LAS
458,2011,3,"Charlotte, NC","Las Vegas, NV",1916,539,247.91,CLT,LAS
459,2011,4,"Charlotte, NC","Las Vegas, NV",1916,513,262.71,CLT,LAS
460,2012,1,"Charlotte, NC","Las Vegas, NV",1916,526,270.9,CLT,LAS
461,2012,2,"Charlotte, NC","Las Vegas, NV",1916,607,264.81,CLT,LAS
462,2012,3,"Charlotte, NC","Las Vegas, NV",1916,477,265.23,CLT,LAS
463,2012,4,"Charlotte, NC","Las Vegas, NV",1916,508,257.78,CLT,LAS
464,2013,1,"Charlotte, NC","Las Vegas, NV",1916,609,258.5,CLT,LAS
465,2013,2,"Charlotte, NC","Las Vegas, NV",1916,624,253.72,CLT,LAS
466,2013,3,"Charlotte, NC","Las Vegas, NV",1916,595,255.72,CLT,LAS
467,2013,4,"Charlotte, NC","Las Vegas, NV",1916,559,251.46,CLT,LAS
468,2011,1,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,693,291.46,CLT,LAX
469,2011,2,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,848,298.36,CLT,LAX
470,2011,3,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,772,313.54,CLT,LAX
471,2011,4,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,799,302.61,CLT,LAX
472,2012,1,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,647,330.17,CLT,LAX
473,2012,2,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,915,301.89,CLT,LAX
474,2012,3,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,860,302.25,CLT,LAX
475,2012,4,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,825,311.77,CLT,LAX
476,2013,1,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,712,335.1,CLT,LAX
477,2013,2,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,900,319.46,CLT,LAX
478,2013,3,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,878,325.92,CLT,LAX
479,2013,4,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,885,318.19,CLT,LAX
480,2011,1,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,775,193.05,CLT,MIA
481,2011,2,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,838,197.4,CLT,MIA
482,2011,3,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,669,211.5,CLT,MIA
483,2011,4,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,794,207.3,CLT,MIA
484,2012,1,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,736,229.44,CLT,MIA
485,2012,2,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,749,223.57,CLT,MIA
486,2012,3,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,647,223.27,CLT,MIA
487,2012,4,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,768,221.94,CLT,MIA
488,2013,1,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,776,231.15,CLT,MIA
489,2013,2,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,753,222.84,CLT,MIA
490,2013,3,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,636,235.4,CLT,MIA
491,2013,4,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,774,232.61,CLT,MIA
492,2011,1,"Charlotte, NC","Minneapolis/St. Paul, MN",930,314,257.59,CLT,MSP
493,2011,2,"Charlotte, NC","Minneapolis/St. Paul, MN",930,442,252.18,CLT,MSP
494,2011,3,"Charlotte, NC","Minneapolis/St. Paul, MN",930,454,247.4,CLT,MSP
495,2011,4,"Charlotte, NC","Minneapolis/St. Paul, MN",930,426,259.41,CLT,MSP
496,2012,1,"Charlotte, NC","Minneapolis/St. Paul, MN",930,285,333.81,CLT,MSP
497,2012,2,"Charlotte, NC","Minneapolis/St. Paul, MN",930,422,309.8,CLT,MSP
498,2012,3,"Charlotte, NC","Minneapolis/St. Paul, MN",930,452,268.69,CLT,MSP
499,2012,4,"Charlotte, NC","Minneapolis/St. Paul, MN",930,409,272.5,CLT,MSP
500,2013,1,"Charlotte, NC","Minneapolis/St. Paul, MN",930,320,319.48,CLT,MSP
501,2013,2,"Charlotte, NC","Minneapolis/St. Paul, MN",930,432,302.92,CLT,MSP
502,2013,3,"Charlotte, NC","Minneapolis/St. Paul, MN",930,438,323.42,CLT,MSP
503,2013,4,"Charlotte, NC","Minneapolis/St. Paul, MN",930,419,305.05,CLT,MSP
504,2011,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2463,165.76,CLT,JFK
505,2011,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3086,175.46,CLT,JFK
506,2011,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2813,180.95,CLT,JFK
507,2011,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2970,177.87,CLT,JFK
508,2012,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2360,184.67,CLT,JFK
509,2012,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3263,172.7,CLT,JFK
510,2012,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3298,163.26,CLT,JFK
511,2012,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3513,148.51,CLT,JFK
512,2013,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2928,152.05,CLT,JFK
513,2013,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3497,168.1,CLT,JFK
514,2013,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3195,186.49,CLT,JFK
515,2013,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3571,178.03,CLT,JFK
516,2011,1,"Charlotte, NC","Orlando, FL",468,755,153.17,CLT,MCO
517,2011,2,"Charlotte, NC","Orlando, FL",468,727,155.23,CLT,MCO
