,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare,DEP,ARR
822,2013,1,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2420,192.24,DTW,MIA
823,2013,2,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,1787,156.86,DTW,MIA
824,2011,3,"Detroit, MI","Minneapolis/St. Paul, MN",528,547,309.85,DTW,MSP
825,2011,4,"Detroit, MI","Minneapolis/St. Paul, MN",528,562,278.17,DTW,MSP
826,2012,1,"Detroit, MI","Minneapolis/St. Paul, MN",528,467,296.09,DTW,MSP
827,2012,2,"Detroit, MI","Minneapolis/St. Paul, MN",528,557,302.21,DTW,MSP
828,2012,3,"Detroit, MI","Minneapolis/St. Paul, MN",528,527,309.24,DTW,MSP
829,2012,4,"Detroit, MI","Minneapolis/St. Paul, MN",528,476,316.16,DTW,MSP
830,2013,1,"Detroit, MI","Minneapolis/St. Paul, MN",528,397,334.11,DTW,MSP
831,2013,2,"Detroit, MI","Minneapolis/St. Paul, MN",528,491,326.68,DTW,MSP
832,2011,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2764,200.93,DTW,JFK
833,2011,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2764,200.93,DTW,LGA
834,2011,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2764,200.93,DTW,EWR
835,2011,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2738,205.36,DTW,JFK
836,2011,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2738,205.36,DTW,LGA
837,2011,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2738,205.36,DTW,EWR
838,2012,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2038,223.05,DTW,JFK
839,2012,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2038,223.05,DTW,LGA
840,2012,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2038,223.05,DTW,EWR
841,2012,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2653,225.09,DTW,JFK
842,2012,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2653,225.09,DTW,LGA
843,2012,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2653,225.09,DTW,EWR
844,2012,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2706,212.4,DTW,JFK
845,2012,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2706,212.4,DTW,LGA
846,2012,3,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2706,212.4,DTW,EWR
847,2012,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2669,224.18,DTW,JFK
848,2012,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2669,224.18,DTW,LGA
849,2012,4,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2669,224.18,DTW,EWR
850,2013,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2027,237.4,DTW,JFK
851,2013,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2027,237.4,DTW,LGA
852,2013,1,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2027,237.4,DTW,EWR
853,2013,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2608,240.82,DTW,JFK
854,2013,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2608,240.82,DTW,LGA
855,2013,2,"Detroit, MI","New York City, NY (Metropolitan Area)",540,2608,240.82,DTW,EWR
856,2011,3,"Detroit, MI","Orlando, FL",957,1991,117.87,DTW,MCO
857,2011,4,"Detroit, MI","Orlando, FL",957,2160,139.18,DTW,MCO
858,2012,1,"Detroit, MI","Orlando, FL",957,2505,164.08,DTW,MCO
859,2012,2,"Detroit, MI","Orlando, FL",957,2207,156.41,DTW,MCO
860,2012,3,"Detroit, MI","Orlando, FL",957,1690,132.87,DTW,MCO
861,2012,4,"Detroit, MI","Orlando, FL",957,1924,154.56,DTW,MCO
862,2013,1,"Detroit, MI","Orlando, FL",957,2326,179.94,DTW,MCO
863,2013,2,"Detroit, MI","Orlando, FL",957,1907,163.99,DTW,MCO
864,2011,3,"Detroit, MI","Philadelphia, PA",453,546,281.99,DTW,PHL
865,2011,4,"Detroit, MI","Philadelphia, PA",453,559,276.17,DTW,PHL
866,2012,1,"Detroit, MI","Philadelphia, PA",453,445,320.73,DTW,PHL
867,2012,2,"Detroit, MI","Philadelphia, PA",453,522,312.1,DTW,PHL
868,2012,3,"Detroit, MI","Philadelphia, PA",453,495,295.64,DTW,PHL
869,2012,4,"Detroit, MI","Philadelphia, PA",453,533,299.83,DTW,PHL
870,2013,1,"Detroit, MI","Philadelphia, PA",453,422,308.51,DTW,PHL
871,2013,2,"Detroit, MI","Philadelphia, PA",453,521,319.91,DTW,PHL
872,2011,3,"Detroit, MI","Phoenix, AZ",1671,1021,195.5,DTW,PHX
873,2011,4,"Detroit, MI","Phoenix, AZ",1671,1182,205.24,DTW,PHX
874,2012,1,"Detroit, MI","Phoenix, AZ",1671,1127,226.93,DTW,PHX
875,2012,2,"Detroit, MI","Phoenix, AZ",1671,1052,232.62,DTW,PHX
876,2012,3,"Detroit, MI","Phoenix, AZ",1671,864,233.74,DTW,PHX
877,2012,4,"Detroit, MI","Phoenix, AZ",1671,997,251.63,DTW,PHX
878,2013,1,"Detroit, MI","Phoenix, AZ",1671,1028,252.77,DTW,PHX
879,2013,2,"Detroit, MI","Phoenix, AZ",1671,1046,237.39,DTW,PHX
880,2011,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1125,290.55,DTW,SFO
881,2011,4,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,968,293.32,DTW,SFO
882,2012,1,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,726,312.75,DTW,SFO
883,2012,2,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,979,318.31,DTW,SFO
884,2012,3,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1172,299.61,DTW,SFO
885,2012,4,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1054,319.28,DTW,SFO
886,2013,1,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,722,322.38,DTW,SFO
887,2013,2,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,1091,313.31,DTW,SFO
888,2011,3,"Detroit, MI","Seattle, WA",1927,677,303.42,DTW,SEA
889,2011,4,"Detroit, MI","Seattle, WA",1927,458,297.23,DTW,SEA
890,2012,1,"Detroit, MI","Seattle, WA",1927,323,316.89,DTW,SEA
891,2012,2,"Detroit, MI","Seattle, WA",1927,501,321.12,DTW,SEA
892,2012,3,"Detroit, MI","Seattle, WA",1927,648,306.14,DTW,SEA
893,2012,4,"Detroit, MI","Seattle, WA",1927,505,317.48,DTW,SEA
894,2013,1,"Detroit, MI","Seattle, WA",1927,319,326.63,DTW,SEA
895,2013,2,"Detroit, MI","Seattle, WA",1927,504,320.27,DTW,SEA
896,2011,3,"Houston, TX","Las Vegas, NV",1235,1750,204.11,IAH,LAS
897,2011,4,"Houston, TX","Las Vegas, NV",1235,1696,213.36,IAH,LAS
898,2012,1,"Houston, TX","Las Vegas, NV",1235,1407,228.99,IAH,LAS
899,2012,2,"Houston, TX","Las Vegas, NV",1235,1488,248.23,IAH,LAS
900,2012,3,"Houston, TX","Las Vegas, NV",1235,1380,253.21,IAH,LAS
901,2012,4,"Houston, TX","Las Vegas, NV",1235,1601,241.13,IAH,LAS
902,2013,1,"Houston, TX","Las Vegas, NV",1235,1585,227.87,IAH,LAS
903,2013,2,"Houston, TX","Las Vegas, NV",1235,1860,210.75,IAH,LAS
904,2011,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2621,254.28,IAH,LAX
905,2011,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2695,272.36,IAH,LAX
906,2012,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2166,262.85,IAH,LAX
907,2012,2,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2525,284.42,IAH,LAX
908,2012,3,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2514,285.48,IAH,LAX
909,2012,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2571,293.8,IAH,LAX
910,2013,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2370,292.81,IAH,LAX
911,2013,2,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,2713,276.31,IAH,LAX
912,2011,3,"Houston, TX","Miami, FL (Metropolitan Area)",965,959,235.73,IAH,MIA
913,2011,4,"Houston, TX","Miami, FL (Metropolitan Area)",965,1098,231.95,IAH,MIA
914,2012,1,"Houston, TX","Miami, FL (Metropolitan Area)",965,990,252.62,IAH,MIA
915,2012,2,"Houston, TX","Miami, FL (Metropolitan Area)",965,1186,240.89,IAH,MIA
916,2012,3,"Houston, TX","Miami, FL (Metropolitan Area)",965,998,239.64,IAH,MIA
917,2012,4,"Houston, TX","Miami, FL (Metropolitan Area)",965,1134,246.53,IAH,MIA
918,2013,1,"Houston, TX","Miami, FL (Metropolitan Area)",965,1065,264.15,IAH,MIA
919,2013,2,"Houston, TX","Miami, FL (Metropolitan Area)",965,1199,250.12,IAH,MIA
920,2011,3,"Houston, TX","Minneapolis/St. Paul, MN",1057,582,267.66,IAH,MSP
921,2011,4,"Houston, TX","Minneapolis/St. Paul, MN",1057,471,297.66,IAH,MSP
922,2012,1,"Houston, TX","Minneapolis/St. Paul, MN",1057,425,326.55,IAH,MSP
923,2012,2,"Houston, TX","Minneapolis/St. Paul, MN",1057,487,354.53,IAH,MSP
924,2012,3,"Houston, TX","Minneapolis/St. Paul, MN",1057,474,338.86,IAH,MSP
925,2012,4,"Houston, TX","Minneapolis/St. Paul, MN",1057,486,332.07,IAH,MSP
926,2013,1,"Houston, TX","Minneapolis/St. Paul, MN",1057,441,361.32,IAH,MSP
927,2013,2,"Houston, TX","Minneapolis/St. Paul, MN",1057,502,350.59,IAH,MSP
928,2011,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3052,296.38,IAH,JFK
929,2011,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3052,296.38,IAH,LGA
930,2011,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3052,296.38,IAH,EWR
931,2011,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3123,295.78,IAH,JFK
932,2011,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3123,295.78,IAH,LGA
933,2011,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3123,295.78,IAH,EWR
934,2012,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2484,303.49,IAH,JFK
935,2012,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2484,303.49,IAH,LGA
936,2012,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2484,303.49,IAH,EWR
937,2012,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3327,295.87,IAH,JFK
938,2012,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3327,295.87,IAH,LGA
939,2012,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3327,295.87,IAH,EWR
940,2012,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3097,292.34,IAH,JFK
941,2012,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3097,292.34,IAH,LGA
942,2012,3,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3097,292.34,IAH,EWR
943,2012,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3352,318.96,IAH,JFK
944,2012,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3352,318.96,IAH,LGA
945,2012,4,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3352,318.96,IAH,EWR
946,2013,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2829,321.66,IAH,JFK
947,2013,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2829,321.66,IAH,LGA
948,2013,1,"Houston, TX","New York City, NY (Metropolitan Area)",1465,2829,321.66,IAH,EWR
949,2013,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3767,280.97,IAH,JFK
950,2013,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3767,280.97,IAH,LGA
951,2013,2,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3767,280.97,IAH,EWR
952,2011,3,"Houston, TX","Orlando, FL",854,955,229.3,IAH,MCO
953,2011,4,"Houston, TX","Orlando, FL",854,1089,220.01,IAH,MCO
954,2012,1,"Houston, TX","Orlando, FL",854,965,234.42,IAH,MCO
955,2012,2,"Houston, TX","Orlando, FL",854,1146,225.59,IAH,MCO
956,2012,3,"Houston, TX","Orlando, FL",854,1009,220.06,IAH,MCO
957,2012,4,"Houston, TX","Orlando, FL",854,1097,232.62,IAH,MCO
958,2013,1,"Houston, TX","Orlando, FL",854,1127,237.16,IAH,MCO
959,2013,2,"Houston, TX","Orlando, FL",854,1282,201.27,IAH,MCO
960,2011,3,"Houston, TX","Philadelphia, PA",1336,925,246.64,IAH,PHL
961,2011,4,"Houston, TX","Philadelphia, PA",1336,983,233.7,IAH,PHL
962,2012,1,"Houston, TX","Philadelphia, PA",1336,744,246.75,IAH,PHL
963,2012,2,"Houston, TX","Philadelphia, PA",1336,1013,248.78,IAH,PHL
964,2012,3,"Houston, TX","Philadelphia, PA",1336,1047,231.76,IAH,PHL
965,2012,4,"Houston, TX","Philadelphia, PA",1336,1153,215.14,IAH,PHL
966,2013,1,"Houston, TX","Philadelphia, PA",1336,924,240.48,IAH,PHL
967,2013,2,"Houston, TX","Philadelphia, PA",1336,891,295.06,IAH,PHL
968,2011,3,"Houston, TX","Phoenix, AZ",1020,751,216.77,IAH,PHX
969,2011,4,"Houston, TX","Phoenix, AZ",1020,909,216.22,IAH,PHX
970,2012,1,"Houston, TX","Phoenix, AZ",1020,835,236.64,IAH,PHX
971,2012,2,"Houston, TX","Phoenix, AZ",1020,824,256.24,IAH,PHX
972,2012,3,"Houston, TX","Phoenix, AZ",1020,667,257.02,IAH,PHX
973,2012,4,"Houston, TX","Phoenix, AZ",1020,882,260.23,IAH,PHX
974,2013,1,"Houston, TX","Phoenix, AZ",1020,876,263.54,IAH,PHX
975,2013,2,"Houston, TX","Phoenix, AZ",1020,892,256.7,IAH,PHX
976,2011,3,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1639,297.12,IAH,SFO
977,2011,4,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1558,287.92,IAH,SFO
978,2012,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1201,319.23,IAH,SFO
979,2012,2,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1579,312.06,IAH,SFO
980,2012,3,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1710,308.61,IAH,SFO
981,2012,4,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1723,309.54,IAH,SFO
982,2013,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1482,327.75,IAH,SFO
983,2013,2,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1679,332.38,IAH,SFO
984,2011,3,"Houston, TX","Seattle, WA",1894,1021,232.21,IAH,SEA
985,2011,4,"Houston, TX","Seattle, WA",1894,783,221.32,IAH,SEA
986,2012,1,"Houston, TX","Seattle, WA",1894,622,232.64,IAH,SEA
987,2012,2,"Houston, TX","Seattle, WA",1894,917,262.94,IAH,SEA
988,2012,3,"Houston, TX","Seattle, WA",1894,933,280.18,IAH,SEA
989,2012,4,"Houston, TX","Seattle, WA",1894,700,282.03,IAH,SEA
990,2013,1,"Houston, TX","Seattle, WA",1894,620,277.96,IAH,SEA
991,2013,2,"Houston, TX","Seattle, WA",1894,819,273.6,IAH,SEA
992,2011,3,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6474,115.0,LAS,LAX
993,2011,4,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5733,119.58,LAS,LAX
994,2012,1,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5644,123.99,LAS,LAX
995,2012,2,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5931,123.33,LAS,LAX
996,2012,3,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6168,116.65,LAS,LAX
997,2012,4,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5682,116.15,LAS,LAX
998,2013,1,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5903,124.71,LAS,LAX
999,2013,2,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,6409,123.68,LAS,LAX
1000,2011,3,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1235,241.89,LAS,MIA
1001,2011,4,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1070,275.71,LAS,MIA
1002,2012,1,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1151,273.57,LAS,MIA
1003,2012,2,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1207,258.07,LAS,MIA
1004,2012,3,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1159,243.45,LAS,MIA
1005,2012,4,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1174,248.43,LAS,MIA
1006,2013,1,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1312,256.39,LAS,MIA
1007,2013,2,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1342,252.34,LAS,MIA
1008,2011,3,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1149,195.85,LAS,MSP
1009,2011,4,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1325,202.2,LAS,MSP
1010,2012,1,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1675,207.48,LAS,MSP
1011,2012,2,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1495,196.63,LAS,MSP
1012,2012,3,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1275,185.62,LAS,MSP
1013,2012,4,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1459,190.02,LAS,MSP
1014,2013,1,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1794,203.14,LAS,MSP
1015,2013,2,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,1588,194.69,LAS,MSP
1016,2011,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4447,277.35,LAS,JFK
1017,2011,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4447,277.35,LAS,LGA
1018,2011,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4447,277.35,LAS,EWR
1019,2011,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3469,269.17,LAS,JFK
1020,2011,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3469,269.17,LAS,LGA
1021,2011,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3469,269.17,LAS,EWR
1022,2012,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3524,274.08,LAS,JFK
1023,2012,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3524,274.08,LAS,LGA
1024,2012,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3524,274.08,LAS,EWR
1025,2012,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4376,299.12,LAS,JFK
1026,2012,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4376,299.12,LAS,LGA
1027,2012,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4376,299.12,LAS,EWR
1028,2012,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4067,285.5,LAS,JFK
1029,2012,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4067,285.5,LAS,LGA
1030,2012,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4067,285.5,LAS,EWR
1031,2012,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3157,287.55,LAS,JFK
1032,2012,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3157,287.55,LAS,LGA
1033,2012,4,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3157,287.55,LAS,EWR
1034,2013,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3399,314.52,LAS,JFK
1035,2013,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3399,314.52,LAS,LGA
1036,2013,1,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3399,314.52,LAS,EWR
1037,2013,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4391,294.75,LAS,JFK
1038,2013,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4391,294.75,LAS,LGA
1039,2013,2,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,4391,294.75,LAS,EWR
1040,2011,3,"Las Vegas, NV","Orlando, FL",2039,727,247.08,LAS,MCO
1041,2011,4,"Las Vegas, NV","Orlando, FL",2039,726,237.33,LAS,MCO
1042,2012,1,"Las Vegas, NV","Orlando, FL",2039,743,239.58,LAS,MCO
1043,2012,2,"Las Vegas, NV","Orlando, FL",2039,787,258.83,LAS,MCO
1044,2012,3,"Las Vegas, NV","Orlando, FL",2039,707,248.4,LAS,MCO
1045,2012,4,"Las Vegas, NV","Orlando, FL",2039,672,261.92,LAS,MCO
1046,2013,1,"Las Vegas, NV","Orlando, FL",2039,682,270.52,LAS,MCO
1047,2013,2,"Las Vegas, NV","Orlando, FL",2039,786,257.63,LAS,MCO
1048,2011,3,"Las Vegas, NV","Philadelphia, PA",2176,1264,245.7,LAS,PHL
1049,2011,4,"Las Vegas, NV","Philadelphia, PA",2176,1141,246.18,LAS,PHL
1050,2012,1,"Las Vegas, NV","Philadelphia, PA",2176,1106,251.17,LAS,PHL
1051,2012,2,"Las Vegas, NV","Philadelphia, PA",2176,1386,257.04,LAS,PHL
1052,2012,3,"Las Vegas, NV","Philadelphia, PA",2176,1311,228.11,LAS,PHL
1053,2012,4,"Las Vegas, NV","Philadelphia, PA",2176,1288,214.65,LAS,PHL
1054,2013,1,"Las Vegas, NV","Philadelphia, PA",2176,1341,229.72,LAS,PHL
1055,2013,2,"Las Vegas, NV","Philadelphia, PA",2176,1596,219.72,LAS,PHL
1056,2011,3,"Las Vegas, NV","Phoenix, AZ",255,1618,126.37,LAS,PHX
1057,2011,4,"Las Vegas, NV","Phoenix, AZ",276,1751,126.24,LAS,PHX
1058,2012,1,"Las Vegas, NV","Phoenix, AZ",276,1674,127.7,LAS,PHX
1059,2012,2,"Las Vegas, NV","Phoenix, AZ",276,1718,109.94,LAS,PHX
1060,2012,3,"Las Vegas, NV","Phoenix, AZ",276,1628,109.13,LAS,PHX
1061,2012,4,"Las Vegas, NV","Phoenix, AZ",276,1797,115.04,LAS,PHX
1062,2013,1,"Las Vegas, NV","Phoenix, AZ",276,1981,120.42,LAS,PHX
1063,2013,2,"Las Vegas, NV","Phoenix, AZ",276,1778,120.41,LAS,PHX
1064,2011,3,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,6318,128.33,LAS,SFO
1065,2011,4,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5896,124.0,LAS,SFO
1066,2012,1,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5700,120.66,LAS,SFO
1067,2012,2,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,6160,132.84,LAS,SFO
1068,2012,3,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,6173,126.21,LAS,SFO
1069,2012,4,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5537,133.78,LAS,SFO
1070,2013,1,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5397,141.14,LAS,SFO
1071,2013,2,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,5952,142.13,LAS,SFO
1072,2011,3,"Las Vegas, NV","Seattle, WA",867,2285,150.25,LAS,SEA
1073,2011,4,"Las Vegas, NV","Seattle, WA",867,2083,146.31,LAS,SEA
1074,2012,1,"Las Vegas, NV","Seattle, WA",867,1990,153.03,LAS,SEA
1075,2012,2,"Las Vegas, NV","Seattle, WA",867,2285,162.73,LAS,SEA
1076,2012,3,"Las Vegas, NV","Seattle, WA",867,1986,162.85,LAS,SEA
1077,2012,4,"Las Vegas, NV","Seattle, WA",867,1926,171.61,LAS,SEA
1078,2013,1,"Las Vegas, NV","Seattle, WA",867,2128,165.34,LAS,SEA
1079,2013,2,"Las Vegas, NV","Seattle, WA",867,2489,154.43,LAS,SEA
1080,2011,3,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2572,252.96,LAX,MIA
1081,2011,4,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2879,267.39,LAX,MIA
1082,2012,1,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3063,269.83,LAX,MIA
1083,2012,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3004,269.99,LAX,MIA
1084,2012,3,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2587,262.71,LAX,MIA
1085,2012,4,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,2977,281.33,LAX,MIA
1086,2013,1,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3182,286.03,LAX,MIA
1087,2013,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",2342,3102,270.13,LAX,MIA
1088,2011,3,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1991,237.22,LAX,MSP
1089,2011,4,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1693,246.44,LAX,MSP
1090,2012,1,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1557,264.53,LAX,MSP
1091,2012,2,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1701,276.13,LAX,MSP
1092,2012,3,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1757,266.46,LAX,MSP
1093,2012,4,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1642,274.88,LAX,MSP
1094,2013,1,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1524,282.16,LAX,MSP
1095,2013,2,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",1535,1755,279.68,LAX,MSP
1096,2011,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10761,361.48,LAX,JFK
1097,2011,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10761,361.48,LAX,LGA
1098,2011,3,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10761,361.48,LAX,EWR
1099,2011,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10331,350.25,LAX,JFK
1100,2011,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10331,350.25,LAX,LGA
1101,2011,4,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,10331,350.25,LAX,EWR
1102,2012,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,9181,334.74,LAX,JFK
1103,2012,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",2510,9181,334.74,LAX,LGA
