,Year,quarter,Departure,Arrival,miles_distance,daily_passengers,average_fare,DEP,ARR
246,2012,3,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3573,191.49,BOS,EWR
247,2012,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3680,184.31,BOS,JFK
248,2012,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3680,184.31,BOS,LGA
249,2012,4,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3680,184.31,BOS,EWR
250,2013,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3350,193.27,BOS,JFK
251,2013,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3350,193.27,BOS,LGA
252,2013,1,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,3350,193.27,BOS,EWR
253,2013,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,4073,198.38,BOS,JFK
254,2013,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,4073,198.38,BOS,LGA
255,2013,2,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",209,4073,198.38,BOS,EWR
256,2011,3,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3654,147.78,BOS,MCO
257,2011,4,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3961,168.78,BOS,MCO
258,2012,1,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4314,179.97,BOS,MCO
259,2012,2,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4396,186.12,BOS,MCO
260,2012,3,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,3403,163.49,BOS,MCO
261,2012,4,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4043,168.38,BOS,MCO
262,2013,1,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,4838,164.15,BOS,MCO
263,2013,2,"Boston, MA (Metropolitan Area)","Orlando, FL",1142,5029,160.82,BOS,MCO
264,2011,3,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2470,133.44,BOS,PHL
265,2011,4,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2659,126.75,BOS,PHL
266,2012,1,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1847,191.46,BOS,PHL
267,2012,2,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1752,252.35,BOS,PHL
268,2012,3,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1543,254.01,BOS,PHL
269,2012,4,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1538,256.72,BOS,PHL
270,2013,1,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,1341,281.64,BOS,PHL
271,2013,2,"Boston, MA (Metropolitan Area)","Philadelphia, PA",289,2000,213.99,BOS,PHL
272,2011,3,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1173,215.21,BOS,PHX
273,2011,4,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1246,225.01,BOS,PHX
274,2012,1,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1190,215.65,BOS,PHX
275,2012,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1411,232.58,BOS,PHX
276,2012,3,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1112,234.12,BOS,PHX
277,2012,4,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1185,240.33,BOS,PHX
278,2013,1,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1102,244.01,BOS,PHX
279,2013,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",2300,1290,247.73,BOS,PHX
280,2011,3,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3709,319.63,BOS,SFO
281,2011,4,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3235,302.87,BOS,SFO
282,2012,1,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,2630,284.22,BOS,SFO
283,2012,2,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3722,326.7,BOS,SFO
284,2012,3,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3962,327.71,BOS,SFO
285,2012,4,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,3414,326.23,BOS,SFO
286,2013,1,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,2712,338.24,BOS,SFO
287,2013,2,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2704,4012,335.85,BOS,SFO
288,2011,3,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1384,297.27,BOS,SEA
289,2011,4,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,951,274.34,BOS,SEA
290,2012,1,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,735,255.47,BOS,SEA
291,2012,2,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1151,290.9,BOS,SEA
292,2012,3,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1327,308.66,BOS,SEA
293,2012,4,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,971,292.37,BOS,SEA
294,2013,1,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,693,282.85,BOS,SEA
295,2013,2,"Boston, MA (Metropolitan Area)","Seattle, WA",2496,1148,286.97,BOS,SEA
296,2011,3,"Charlotte, NC","Chicago, IL",599,1000,225.43,CLT,ORD
297,2011,4,"Charlotte, NC","Chicago, IL",599,894,239.54,CLT,ORD
298,2012,1,"Charlotte, NC","Chicago, IL",599,689,275.7,CLT,ORD
299,2012,2,"Charlotte, NC","Chicago, IL",599,984,240.24,CLT,ORD
300,2012,3,"Charlotte, NC","Chicago, IL",599,987,257.74,CLT,ORD
301,2012,4,"Charlotte, NC","Chicago, IL",599,966,248.33,CLT,ORD
302,2013,1,"Charlotte, NC","Chicago, IL",599,772,266.08,CLT,ORD
303,2013,2,"Charlotte, NC","Chicago, IL",599,1293,199.55,CLT,ORD
304,2011,3,"Charlotte, NC","Dallas/Fort Worth, TX",936,658,273.86,CLT,DFW
305,2011,4,"Charlotte, NC","Dallas/Fort Worth, TX",936,569,320.96,CLT,DFW
306,2012,1,"Charlotte, NC","Dallas/Fort Worth, TX",936,600,309.67,CLT,DFW
307,2012,2,"Charlotte, NC","Dallas/Fort Worth, TX",936,754,297.69,CLT,DFW
308,2012,3,"Charlotte, NC","Dallas/Fort Worth, TX",936,628,301.01,CLT,DFW
309,2012,4,"Charlotte, NC","Dallas/Fort Worth, TX",936,746,264.22,CLT,DFW
310,2013,1,"Charlotte, NC","Dallas/Fort Worth, TX",936,637,291.24,CLT,DFW
311,2013,2,"Charlotte, NC","Dallas/Fort Worth, TX",936,750,302.65,CLT,DFW
312,2011,3,"Charlotte, NC","Denver, CO",1337,391,296.21,CLT,DEN
313,2011,4,"Charlotte, NC","Denver, CO",1337,375,274.79,CLT,DEN
314,2012,1,"Charlotte, NC","Denver, CO",1337,347,281.24,CLT,DEN
315,2012,2,"Charlotte, NC","Denver, CO",1337,395,285.72,CLT,DEN
316,2012,3,"Charlotte, NC","Denver, CO",1337,427,293.69,CLT,DEN
317,2012,4,"Charlotte, NC","Denver, CO",1337,399,293.73,CLT,DEN
318,2013,1,"Charlotte, NC","Denver, CO",1337,365,293.58,CLT,DEN
319,2013,2,"Charlotte, NC","Denver, CO",1337,469,281.28,CLT,DEN
320,2011,3,"Charlotte, NC","Detroit, MI",500,393,236.79,CLT,DTW
321,2011,4,"Charlotte, NC","Detroit, MI",500,338,267.95,CLT,DTW
322,2012,1,"Charlotte, NC","Detroit, MI",500,318,277.97,CLT,DTW
323,2012,2,"Charlotte, NC","Detroit, MI",500,426,256.87,CLT,DTW
324,2012,3,"Charlotte, NC","Detroit, MI",500,357,276.51,CLT,DTW
325,2012,4,"Charlotte, NC","Detroit, MI",500,390,261.57,CLT,DTW
326,2013,1,"Charlotte, NC","Detroit, MI",500,311,299.88,CLT,DTW
327,2013,2,"Charlotte, NC","Detroit, MI",500,380,291.03,CLT,DTW
328,2011,3,"Charlotte, NC","Houston, TX",920,394,273.2,CLT,IAH
329,2011,4,"Charlotte, NC","Houston, TX",920,349,298.66,CLT,IAH
330,2012,1,"Charlotte, NC","Houston, TX",920,318,358.81,CLT,IAH
331,2012,2,"Charlotte, NC","Houston, TX",920,364,358.02,CLT,IAH
332,2012,3,"Charlotte, NC","Houston, TX",920,367,336.37,CLT,IAH
333,2012,4,"Charlotte, NC","Houston, TX",920,381,319.97,CLT,IAH
334,2013,1,"Charlotte, NC","Houston, TX",920,352,321.61,CLT,IAH
335,2013,2,"Charlotte, NC","Houston, TX",920,470,274.39,CLT,IAH
336,2011,3,"Charlotte, NC","Las Vegas, NV",1916,539,247.91,CLT,LAS
337,2011,4,"Charlotte, NC","Las Vegas, NV",1916,513,262.71,CLT,LAS
338,2012,1,"Charlotte, NC","Las Vegas, NV",1916,526,270.9,CLT,LAS
339,2012,2,"Charlotte, NC","Las Vegas, NV",1916,607,264.81,CLT,LAS
340,2012,3,"Charlotte, NC","Las Vegas, NV",1916,477,265.23,CLT,LAS
341,2012,4,"Charlotte, NC","Las Vegas, NV",1916,508,257.78,CLT,LAS
342,2013,1,"Charlotte, NC","Las Vegas, NV",1916,609,258.5,CLT,LAS
343,2013,2,"Charlotte, NC","Las Vegas, NV",1916,624,253.72,CLT,LAS
344,2011,3,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,772,313.54,CLT,LAX
345,2011,4,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,799,302.61,CLT,LAX
346,2012,1,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,647,330.17,CLT,LAX
347,2012,2,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,915,301.89,CLT,LAX
348,2012,3,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,860,302.25,CLT,LAX
349,2012,4,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,825,311.77,CLT,LAX
350,2013,1,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,712,335.1,CLT,LAX
351,2013,2,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,900,319.46,CLT,LAX
352,2011,3,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,669,211.5,CLT,MIA
353,2011,4,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,794,207.3,CLT,MIA
354,2012,1,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,736,229.44,CLT,MIA
355,2012,2,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,749,223.57,CLT,MIA
356,2012,3,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,647,223.27,CLT,MIA
357,2012,4,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,768,221.94,CLT,MIA
358,2013,1,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,776,231.15,CLT,MIA
359,2013,2,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,753,222.84,CLT,MIA
360,2011,3,"Charlotte, NC","Minneapolis/St. Paul, MN",930,454,247.4,CLT,MSP
361,2011,4,"Charlotte, NC","Minneapolis/St. Paul, MN",930,426,259.41,CLT,MSP
362,2012,1,"Charlotte, NC","Minneapolis/St. Paul, MN",930,285,333.81,CLT,MSP
363,2012,2,"Charlotte, NC","Minneapolis/St. Paul, MN",930,422,309.8,CLT,MSP
364,2012,3,"Charlotte, NC","Minneapolis/St. Paul, MN",930,452,268.69,CLT,MSP
365,2012,4,"Charlotte, NC","Minneapolis/St. Paul, MN",930,409,272.5,CLT,MSP
366,2013,1,"Charlotte, NC","Minneapolis/St. Paul, MN",930,320,319.48,CLT,MSP
367,2013,2,"Charlotte, NC","Minneapolis/St. Paul, MN",930,432,302.92,CLT,MSP
368,2011,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2813,180.95,CLT,JFK
369,2011,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2813,180.95,CLT,LGA
370,2011,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2813,180.95,CLT,EWR
371,2011,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2970,177.87,CLT,JFK
372,2011,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2970,177.87,CLT,LGA
373,2011,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2970,177.87,CLT,EWR
374,2012,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2360,184.67,CLT,JFK
375,2012,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2360,184.67,CLT,LGA
376,2012,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2360,184.67,CLT,EWR
377,2012,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3263,172.7,CLT,JFK
378,2012,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3263,172.7,CLT,LGA
379,2012,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3263,172.7,CLT,EWR
380,2012,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3298,163.26,CLT,JFK
381,2012,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3298,163.26,CLT,LGA
382,2012,3,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3298,163.26,CLT,EWR
383,2012,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3513,148.51,CLT,JFK
384,2012,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3513,148.51,CLT,LGA
385,2012,4,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3513,148.51,CLT,EWR
386,2013,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2928,152.05,CLT,JFK
387,2013,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2928,152.05,CLT,LGA
388,2013,1,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2928,152.05,CLT,EWR
389,2013,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3497,168.1,CLT,JFK
390,2013,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3497,168.1,CLT,LGA
391,2013,2,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,3497,168.1,CLT,EWR
392,2011,3,"Charlotte, NC","Orlando, FL",468,613,149.45,CLT,MCO
393,2011,4,"Charlotte, NC","Orlando, FL",468,803,138.61,CLT,MCO
394,2012,1,"Charlotte, NC","Orlando, FL",468,813,151.5,CLT,MCO
395,2012,2,"Charlotte, NC","Orlando, FL",468,891,133.71,CLT,MCO
396,2012,3,"Charlotte, NC","Orlando, FL",468,579,168.62,CLT,MCO
397,2012,4,"Charlotte, NC","Orlando, FL",468,525,220.63,CLT,MCO
398,2013,1,"Charlotte, NC","Orlando, FL",468,571,224.53,CLT,MCO
399,2013,2,"Charlotte, NC","Orlando, FL",468,796,148.97,CLT,MCO
400,2011,3,"Charlotte, NC","Philadelphia, PA",449,602,250.44,CLT,PHL
401,2011,4,"Charlotte, NC","Philadelphia, PA",449,573,244.59,CLT,PHL
402,2012,1,"Charlotte, NC","Philadelphia, PA",449,544,262.21,CLT,PHL
403,2012,2,"Charlotte, NC","Philadelphia, PA",449,626,261.29,CLT,PHL
404,2012,3,"Charlotte, NC","Philadelphia, PA",449,536,261.08,CLT,PHL
405,2012,4,"Charlotte, NC","Philadelphia, PA",449,532,262.12,CLT,PHL
406,2013,1,"Charlotte, NC","Philadelphia, PA",449,549,261.66,CLT,PHL
407,2013,2,"Charlotte, NC","Philadelphia, PA",449,637,269.18,CLT,PHL
408,2011,3,"Charlotte, NC","Phoenix, AZ",1773,297,312.36,CLT,PHX
409,2011,4,"Charlotte, NC","Phoenix, AZ",1773,363,303.42,CLT,PHX
410,2012,1,"Charlotte, NC","Phoenix, AZ",1773,346,322.44,CLT,PHX
411,2012,2,"Charlotte, NC","Phoenix, AZ",1773,368,309.09,CLT,PHX
412,2012,3,"Charlotte, NC","Phoenix, AZ",1773,301,303.16,CLT,PHX
413,2012,4,"Charlotte, NC","Phoenix, AZ",1773,397,300.49,CLT,PHX
414,2013,1,"Charlotte, NC","Phoenix, AZ",1773,424,305.05,CLT,PHX
415,2013,2,"Charlotte, NC","Phoenix, AZ",1773,457,304.35,CLT,PHX
416,2011,3,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,584,342.16,CLT,SFO
417,2011,4,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,542,339.03,CLT,SFO
418,2012,1,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,504,342.26,CLT,SFO
419,2012,2,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,661,348.08,CLT,SFO
420,2012,3,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,635,339.53,CLT,SFO
421,2012,4,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,567,356.76,CLT,SFO
422,2013,1,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,502,358.92,CLT,SFO
423,2013,2,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,723,342.16,CLT,SFO
424,2011,3,"Charlotte, NC","Seattle, WA",2279,386,294.22,CLT,SEA
425,2011,4,"Charlotte, NC","Seattle, WA",2279,264,287.63,CLT,SEA
426,2012,1,"Charlotte, NC","Seattle, WA",2279,199,306.71,CLT,SEA
427,2012,2,"Charlotte, NC","Seattle, WA",2279,316,308.97,CLT,SEA
428,2012,3,"Charlotte, NC","Seattle, WA",2279,372,310.8,CLT,SEA
429,2012,4,"Charlotte, NC","Seattle, WA",2279,231,330.2,CLT,SEA
430,2013,1,"Charlotte, NC","Seattle, WA",2279,219,290.6,CLT,SEA
431,2013,2,"Charlotte, NC","Seattle, WA",2279,352,292.54,CLT,SEA
432,2011,3,"Chicago, IL","Dallas/Fort Worth, TX",802,3146,216.03,ORD,DFW
433,2011,4,"Chicago, IL","Dallas/Fort Worth, TX",802,3399,188.95,ORD,DFW
434,2012,1,"Chicago, IL","Dallas/Fort Worth, TX",802,2689,217.2,ORD,DFW
435,2012,2,"Chicago, IL","Dallas/Fort Worth, TX",802,3220,228.67,ORD,DFW
436,2012,3,"Chicago, IL","Dallas/Fort Worth, TX",802,3427,209.72,ORD,DFW
437,2012,4,"Chicago, IL","Dallas/Fort Worth, TX",802,3254,210.38,ORD,DFW
438,2013,1,"Chicago, IL","Dallas/Fort Worth, TX",802,2712,210.31,ORD,DFW
439,2013,2,"Chicago, IL","Dallas/Fort Worth, TX",802,3410,215.57,ORD,DFW
440,2011,3,"Chicago, IL","Denver, CO",895,3057,188.85,ORD,DEN
441,2011,4,"Chicago, IL","Denver, CO",895,2760,171.54,ORD,DEN
442,2012,1,"Chicago, IL","Denver, CO",895,2347,170.23,ORD,DEN
443,2012,2,"Chicago, IL","Denver, CO",895,2898,169.52,ORD,DEN
444,2012,3,"Chicago, IL","Denver, CO",895,3383,171.12,ORD,DEN
445,2012,4,"Chicago, IL","Denver, CO",895,2905,164.87,ORD,DEN
446,2013,1,"Chicago, IL","Denver, CO",895,2685,168.97,ORD,DEN
447,2013,2,"Chicago, IL","Denver, CO",895,3167,169.06,ORD,DEN
448,2011,3,"Chicago, IL","Detroit, MI",235,1464,149.86,ORD,DTW
449,2011,4,"Chicago, IL","Detroit, MI",235,1497,138.47,ORD,DTW
450,2012,1,"Chicago, IL","Detroit, MI",235,1438,133.13,ORD,DTW
451,2012,2,"Chicago, IL","Detroit, MI",235,1522,146.7,ORD,DTW
452,2012,3,"Chicago, IL","Detroit, MI",235,1468,139.76,ORD,DTW
453,2012,4,"Chicago, IL","Detroit, MI",235,1542,143.29,ORD,DTW
454,2013,1,"Chicago, IL","Detroit, MI",235,1370,145.1,ORD,DTW
455,2013,2,"Chicago, IL","Detroit, MI",235,1441,165.45,ORD,DTW
456,2011,3,"Chicago, IL","Houston, TX",945,2338,226.19,ORD,IAH
457,2011,4,"Chicago, IL","Houston, TX",945,2179,225.53,ORD,IAH
458,2012,1,"Chicago, IL","Houston, TX",945,1725,263.74,ORD,IAH
459,2012,2,"Chicago, IL","Houston, TX",945,2145,271.69,ORD,IAH
460,2012,3,"Chicago, IL","Houston, TX",945,2207,257.68,ORD,IAH
461,2012,4,"Chicago, IL","Houston, TX",945,2320,252.92,ORD,IAH
462,2013,1,"Chicago, IL","Houston, TX",945,2024,247.19,ORD,IAH
463,2013,2,"Chicago, IL","Houston, TX",945,2633,233.92,ORD,IAH
464,2011,3,"Chicago, IL","Las Vegas, NV",1521,3338,195.15,ORD,LAS
465,2011,4,"Chicago, IL","Las Vegas, NV",1521,3048,183.85,ORD,LAS
466,2012,1,"Chicago, IL","Las Vegas, NV",1521,3326,183.5,ORD,LAS
467,2012,2,"Chicago, IL","Las Vegas, NV",1521,3512,197.42,ORD,LAS
468,2012,3,"Chicago, IL","Las Vegas, NV",1521,3301,188.04,ORD,LAS
469,2012,4,"Chicago, IL","Las Vegas, NV",1521,2942,201.88,ORD,LAS
470,2013,1,"Chicago, IL","Las Vegas, NV",1521,2958,215.33,ORD,LAS
471,2013,2,"Chicago, IL","Las Vegas, NV",1521,3496,210.63,ORD,LAS
472,2011,3,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,6272,219.45,ORD,LAX
473,2011,4,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,5657,214.93,ORD,LAX
474,2012,1,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,5141,197.84,ORD,LAX
475,2012,2,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,5981,231.59,ORD,LAX
476,2012,3,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,5946,237.66,ORD,LAX
477,2012,4,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,5495,243.9,ORD,LAX
478,2013,1,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,4725,233.89,ORD,LAX
479,2013,2,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",1750,6012,236.0,ORD,LAX
480,2011,3,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,2755,168.97,ORD,MIA
481,2011,4,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,3370,196.23,ORD,MIA
482,2012,1,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,3708,207.49,ORD,MIA
483,2012,2,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,3338,184.63,ORD,MIA
484,2012,3,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,2783,166.27,ORD,MIA
485,2012,4,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,3475,196.72,ORD,MIA
486,2013,1,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,3868,214.62,ORD,MIA
487,2013,2,"Chicago, IL","Miami, FL (Metropolitan Area)",1197,3397,189.83,ORD,MIA
488,2011,3,"Chicago, IL","Minneapolis/St. Paul, MN",349,2984,145.33,ORD,MSP
489,2011,4,"Chicago, IL","Minneapolis/St. Paul, MN",349,2857,161.0,ORD,MSP
490,2012,1,"Chicago, IL","Minneapolis/St. Paul, MN",349,2440,145.97,ORD,MSP
491,2012,2,"Chicago, IL","Minneapolis/St. Paul, MN",349,2987,149.76,ORD,MSP
492,2012,3,"Chicago, IL","Minneapolis/St. Paul, MN",349,3012,132.4,ORD,MSP
493,2012,4,"Chicago, IL","Minneapolis/St. Paul, MN",349,3042,128.89,ORD,MSP
494,2013,1,"Chicago, IL","Minneapolis/St. Paul, MN",349,2521,135.73,ORD,MSP
495,2013,2,"Chicago, IL","Minneapolis/St. Paul, MN",349,3025,146.69,ORD,MSP
496,2011,3,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10321,182.35,ORD,JFK
497,2011,3,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10321,182.35,ORD,LGA
498,2011,3,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10321,182.35,ORD,EWR
499,2011,4,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10209,170.98,ORD,JFK
500,2011,4,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10209,170.98,ORD,LGA
501,2011,4,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10209,170.98,ORD,EWR
502,2012,1,"Chicago, IL","New York City, NY (Metropolitan Area)",773,8117,171.04,ORD,JFK
503,2012,1,"Chicago, IL","New York City, NY (Metropolitan Area)",773,8117,171.04,ORD,LGA
504,2012,1,"Chicago, IL","New York City, NY (Metropolitan Area)",773,8117,171.04,ORD,EWR
505,2012,2,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10572,196.45,ORD,JFK
506,2012,2,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10572,196.45,ORD,LGA
507,2012,2,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10572,196.45,ORD,EWR
508,2012,3,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10418,193.67,ORD,JFK
509,2012,3,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10418,193.67,ORD,LGA
510,2012,3,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10418,193.67,ORD,EWR
511,2012,4,"Chicago, IL","New York City, NY (Metropolitan Area)",773,9643,199.93,ORD,JFK
512,2012,4,"Chicago, IL","New York City, NY (Metropolitan Area)",773,9643,199.93,ORD,LGA
513,2012,4,"Chicago, IL","New York City, NY (Metropolitan Area)",773,9643,199.93,ORD,EWR
514,2013,1,"Chicago, IL","New York City, NY (Metropolitan Area)",773,8084,194.72,ORD,JFK
515,2013,1,"Chicago, IL","New York City, NY (Metropolitan Area)",773,8084,194.72,ORD,LGA
516,2013,1,"Chicago, IL","New York City, NY (Metropolitan Area)",773,8084,194.72,ORD,EWR
517,2013,2,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10562,213.78,ORD,JFK
518,2013,2,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10562,213.78,ORD,LGA
519,2013,2,"Chicago, IL","New York City, NY (Metropolitan Area)",773,10562,213.78,ORD,EWR
520,2011,3,"Chicago, IL","Orlando, FL",1005,2770,159.18,ORD,MCO
521,2011,4,"Chicago, IL","Orlando, FL",1005,3228,170.82,ORD,MCO
522,2012,1,"Chicago, IL","Orlando, FL",1005,3592,172.45,ORD,MCO
523,2012,2,"Chicago, IL","Orlando, FL",1005,3939,161.66,ORD,MCO
524,2012,3,"Chicago, IL","Orlando, FL",1005,3191,144.83,ORD,MCO
525,2012,4,"Chicago, IL","Orlando, FL",1005,3418,168.01,ORD,MCO
526,2013,1,"Chicago, IL","Orlando, FL",1005,3457,186.41,ORD,MCO
527,2013,2,"Chicago, IL","Orlando, FL",1005,3549,173.96,ORD,MCO
528,2011,3,"Chicago, IL","Philadelphia, PA",678,2412,216.91,ORD,PHL
529,2011,4,"Chicago, IL","Philadelphia, PA",678,2371,203.46,ORD,PHL
530,2012,1,"Chicago, IL","Philadelphia, PA",678,1874,214.8,ORD,PHL
531,2012,2,"Chicago, IL","Philadelphia, PA",678,2532,226.08,ORD,PHL
532,2012,3,"Chicago, IL","Philadelphia, PA",678,2588,198.45,ORD,PHL
533,2012,4,"Chicago, IL","Philadelphia, PA",678,2530,199.71,ORD,PHL
534,2013,1,"Chicago, IL","Philadelphia, PA",678,1962,209.61,ORD,PHL
535,2013,2,"Chicago, IL","Philadelphia, PA",678,2693,216.66,ORD,PHL
536,2011,3,"Chicago, IL","Phoenix, AZ",1444,2216,205.75,ORD,PHX
537,2011,4,"Chicago, IL","Phoenix, AZ",1444,2562,212.43,ORD,PHX
